domain,scenario,seed,element_id,gt_fault,gt_self_clearing,lead_gain_min,t_first_correct_verdict,time_to_correct_diagnosis_min,degraded_minutes,down_minutes,n_ambiguous_decisions,n_wait_decisions,conv_escalated,layer_escalated,conv_unnecessary_dispatch,layer_unnecessary_dispatch,t_fault_onset,t_first_detectable,t_decision_layer_actionable,t_conventional_escalation,t_ticket,t_service_impact,t_outage,t_recovery,t_environment_cleared,false_calm_window_min,pre_escalation_window_min,exposure_window_min,decision_margin_min,conventional_margin_min,time_to_diagnosis_min,detect_tp,detect_fp,detect_fn,detect_tn,detect_precision,detect_recall,detect_f1,detect_fpr,detect_fnr,layer_esc_tp,layer_esc_fp,layer_esc_fn,layer_esc_tn,layer_esc_precision,layer_esc_recall,layer_esc_f1,layer_esc_fpr,layer_esc_fnr,conv_esc_tp,conv_esc_fp,conv_esc_fn,conv_esc_tn,conv_esc_precision,conv_esc_recall,conv_esc_f1,conv_esc_fpr,conv_esc_fnr,provenance,exposure_conventional,exposure_decision_layer,exposure_delta,exposure_delta_pct,decision_layer_dispatched_unnecessarily,conventional_dispatched_unnecessarily,sweep_axis,param_label,smoothing_window,persistence_m,persistence_n,escalation_delay_min,warmup_variant
leo_ntn,leo_low_elevation,3,UT00,low_elevation,True,,,,0.0,0.0,8,0,True,False,True,False,,212.0,,0.0,6.0,,,,,-212.0,,,,,,0,8,0,593,0.0,,,0.013311148086522463,,0,0,0,601,,,,0.0,,0,601,0,0,0.0,,,1.0,,ILLUSTRATIVE - not derived from operator financial data,900.0,0.0,900.0,100.0,False,True,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_low_elevation,4,UT00,low_elevation,True,-233.0,,,0.0,0.0,20,1,True,False,True,False,,157.0,233.0,0.0,6.0,,,,,-157.0,-113.0,,,,76.0,0,21,0,580,0.0,,,0.03494176372712146,,0,0,0,601,,,,0.0,,0,601,0,0,0.0,,,1.0,,ILLUSTRATIVE - not derived from operator financial data,900.0,0.0,900.0,100.0,False,True,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_low_elevation,5,UT00,low_elevation,True,,,,0.0,0.0,3,0,True,False,True,False,,433.0,,0.0,6.0,,,,,-433.0,,,,,,0,3,0,598,0.0,,,0.004991680532445923,,0,0,0,601,,,,0.0,,0,601,0,0,0.0,,,1.0,,ILLUSTRATIVE - not derived from operator financial data,900.0,0.0,900.0,100.0,False,True,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_low_elevation,6,UT00,low_elevation,True,,,,0.0,0.0,0,0,True,False,True,False,,,,0.0,6.0,,,,,,,,,,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,0,601,0,0,0.0,,,1.0,,ILLUSTRATIVE - not derived from operator financial data,900.0,0.0,900.0,100.0,False,True,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_low_elevation,7,UT00,low_elevation,True,,,,0.0,0.0,6,0,True,False,True,False,,234.0,,0.0,6.0,,,,,-234.0,,,,,,0,6,0,595,0.0,,,0.009983361064891847,,0,0,0,601,,,,0.0,,0,601,0,0,0.0,,,1.0,,ILLUSTRATIVE - not derived from operator financial data,900.0,0.0,900.0,100.0,False,True,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_low_elevation,8,UT00,low_elevation,True,,,,0.0,0.0,10,0,True,False,True,False,,381.0,,9.0,15.0,,,,,-372.0,,,,,,0,10,0,591,0.0,,,0.016638935108153077,,0,0,0,601,,,,0.0,,0,592,0,9,0.0,,,0.9850249584026622,,ILLUSTRATIVE - not derived from operator financial data,900.0,0.0,900.0,100.0,False,True,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_low_elevation,9,UT00,low_elevation,True,,,,0.0,0.0,0,0,True,False,True,False,,,,0.0,6.0,,,,,,,,,,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,0,601,0,0,0.0,,,1.0,,ILLUSTRATIVE - not derived from operator financial data,900.0,0.0,900.0,100.0,False,True,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_low_elevation,10,UT00,low_elevation,True,,,,0.0,0.0,0,0,True,False,True,False,,,,0.0,6.0,,,,,,,,,,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,0,601,0,0,0.0,,,1.0,,ILLUSTRATIVE - not derived from operator financial data,900.0,0.0,900.0,100.0,False,True,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_low_elevation,11,UT00,low_elevation,True,,,,0.0,0.0,1,0,True,False,True,False,,486.0,,0.0,6.0,,,,,-486.0,,,,,,0,1,0,600,0.0,,,0.0016638935108153079,,0,0,0,601,,,,0.0,,0,601,0,0,0.0,,,1.0,,ILLUSTRATIVE - not derived from operator financial data,900.0,0.0,900.0,100.0,False,True,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_low_elevation,12,UT00,low_elevation,True,,,,0.0,0.0,0,0,True,False,True,False,,,,0.0,6.0,,,,,,,,,,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,0,601,0,0,0.0,,,1.0,,ILLUSTRATIVE - not derived from operator financial data,900.0,0.0,900.0,100.0,False,True,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_low_elevation,13,UT00,low_elevation,True,,,,0.0,0.0,0,0,True,False,True,False,,,,0.0,6.0,,,,,,,,,,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,0,601,0,0,0.0,,,1.0,,ILLUSTRATIVE - not derived from operator financial data,900.0,0.0,900.0,100.0,False,True,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_low_elevation,14,UT00,low_elevation,True,,,,0.0,0.0,12,0,True,False,True,False,,175.0,,0.0,6.0,,,,,-175.0,,,,,,0,12,0,589,0.0,,,0.019966722129783693,,0,0,0,601,,,,0.0,,0,601,0,0,0.0,,,1.0,,ILLUSTRATIVE - not derived from operator financial data,900.0,0.0,900.0,100.0,False,True,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_low_elevation,15,UT00,low_elevation,True,,,,0.0,0.0,3,0,True,False,True,False,,581.0,,0.0,6.0,,,,,-581.0,,,,,,0,3,0,598,0.0,,,0.004991680532445923,,0,0,0,601,,,,0.0,,0,601,0,0,0.0,,,1.0,,ILLUSTRATIVE - not derived from operator financial data,900.0,0.0,900.0,100.0,False,True,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_ground_rain,1,UT00,propagation_fade,True,-157.0,157.0,0.0,7.0,75.0,1,93,True,False,True,False,150.0,157.0,157.0,0.0,6.0,161.0,162.0,,260.0,-157.0,-37.0,4.0,4.0,161.0,0.0,94,0,15,492,1.0,0.8623853211009175,0.9261083743842364,0.0,0.13761467889908258,0,0,0,601,,,,0.0,,0,601,0,0,0.0,,,1.0,,ILLUSTRATIVE - not derived from operator financial data,1657.13,757.13,900.0,54.3,False,True,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_ground_rain,2,UT00,propagation_fade,True,-154.0,154.0,21.0,4.0,79.0,12,102,True,False,True,False,150.0,133.0,154.0,0.0,6.0,157.0,161.0,,260.0,-133.0,-34.0,24.0,3.0,157.0,21.0,102,12,7,480,0.8947368421052632,0.9357798165137615,0.9147982062780269,0.024390243902439025,0.06422018348623854,0,0,0,601,,,,0.0,,0,601,0,0,0.0,,,1.0,,ILLUSTRATIVE - not derived from operator financial data,1674.8,774.8,900.0,53.7,False,True,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_ground_rain,3,UT00,propagation_fade,True,-159.0,159.0,0.0,5.0,77.0,7,95,True,False,True,False,150.0,159.0,159.0,0.0,6.0,161.0,162.0,,260.0,-159.0,-39.0,2.0,2.0,161.0,0.0,95,7,14,485,0.9313725490196079,0.8715596330275229,0.900473933649289,0.014227642276422764,0.12844036697247707,0,0,0,601,,,,0.0,,0,601,0,0,0.0,,,1.0,,ILLUSTRATIVE - not derived from operator financial data,1662.6,762.6,900.0,54.1,False,True,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_ground_rain,4,UT00,propagation_fade,True,-154.0,154.0,0.0,2.0,81.0,11,100,True,False,True,False,150.0,154.0,154.0,0.0,6.0,157.0,157.0,,260.0,-154.0,-34.0,3.0,3.0,157.0,0.0,99,12,10,480,0.8918918918918919,0.908256880733945,0.9,0.024390243902439025,0.09174311926605505,0,0,0,601,,,,0.0,,0,601,0,0,0.0,,,1.0,,ILLUSTRATIVE - not derived from operator financial data,1680.27,780.27,900.0,53.6,False,True,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_ground_rain,5,UT00,propagation_fade,True,-160.0,160.0,0.0,7.0,75.0,3,94,True,False,True,False,150.0,160.0,160.0,0.0,6.0,161.0,162.0,,260.0,-160.0,-40.0,1.0,1.0,161.0,0.0,94,3,15,489,0.9690721649484536,0.8623853211009175,0.912621359223301,0.006097560975609756,0.13761467889908258,0,0,0,601,,,,0.0,,0,601,0,0,0.0,,,1.0,,ILLUSTRATIVE - not derived from operator financial data,1657.13,757.13,900.0,54.3,False,True,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_ground_rain,6,UT00,propagation_fade,True,-155.0,155.0,0.0,5.0,78.0,1,97,True,False,True,False,150.0,155.0,155.0,0.0,6.0,157.0,161.0,,260.0,-155.0,-35.0,2.0,2.0,157.0,0.0,98,0,11,492,1.0,0.8990825688073395,0.9468599033816426,0.0,0.10091743119266056,0,0,0,601,,,,0.0,,0,601,0,0,0.0,,,1.0,,ILLUSTRATIVE - not derived from operator financial data,1672.07,772.07,900.0,53.8,False,True,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_ground_rain,7,UT00,propagation_fade,True,-155.0,155.0,0.0,9.0,74.0,5,99,True,False,True,False,150.0,155.0,155.0,0.0,6.0,157.0,162.0,,260.0,-155.0,-35.0,2.0,2.0,157.0,0.0,99,5,10,487,0.9519230769230769,0.908256880733945,0.9295774647887324,0.01016260162601626,0.09174311926605505,0,0,0,601,,,,0.0,,0,601,0,0,0.0,,,1.0,,ILLUSTRATIVE - not derived from operator financial data,1661.13,761.13,900.0,54.2,False,True,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_ground_rain,8,UT00,propagation_fade,True,-146.0,155.0,0.0,9.0,73.0,11,97,True,False,True,False,150.0,155.0,155.0,9.0,15.0,157.0,162.0,,260.0,-146.0,-35.0,2.0,2.0,148.0,0.0,97,11,12,481,0.8981481481481481,0.8899082568807339,0.8940092165898618,0.022357723577235773,0.11009174311926606,0,0,0,601,,,,0.0,,0,592,0,9,0.0,,,0.9850249584026622,,ILLUSTRATIVE - not derived from operator financial data,1651.67,751.67,900.0,54.5,False,True,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_ground_rain,9,UT00,propagation_fade,True,-156.0,156.0,0.0,6.0,77.0,0,95,True,False,True,False,150.0,156.0,156.0,0.0,6.0,157.0,162.0,,260.0,-156.0,-36.0,1.0,1.0,157.0,0.0,95,0,14,492,1.0,0.8715596330275229,0.9313725490196079,0.0,0.12844036697247707,0,0,0,601,,,,0.0,,0,601,0,0,0.0,,,1.0,,ILLUSTRATIVE - not derived from operator financial data,1669.33,769.33,900.0,53.9,False,True,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_ground_rain,10,UT00,propagation_fade,True,-155.0,155.0,0.0,8.0,75.0,0,99,True,False,True,False,150.0,155.0,155.0,0.0,6.0,157.0,162.0,,260.0,-155.0,-35.0,2.0,2.0,157.0,0.0,99,0,10,492,1.0,0.908256880733945,0.9519230769230769,0.0,0.09174311926605505,0,0,0,601,,,,0.0,,0,601,0,0,0.0,,,1.0,,ILLUSTRATIVE - not derived from operator financial data,1663.87,763.87,900.0,54.1,False,True,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_ground_rain,11,UT00,propagation_fade,True,-155.0,155.0,0.0,8.0,75.0,1,97,True,False,True,False,150.0,155.0,155.0,0.0,6.0,157.0,162.0,,260.0,-155.0,-35.0,2.0,2.0,157.0,0.0,97,1,12,491,0.9897959183673469,0.8899082568807339,0.9371980676328503,0.0020325203252032522,0.11009174311926606,0,0,0,601,,,,0.0,,0,601,0,0,0.0,,,1.0,,ILLUSTRATIVE - not derived from operator financial data,1663.87,763.87,900.0,54.1,False,True,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_ground_rain,12,UT00,propagation_fade,True,-155.0,155.0,0.0,6.0,77.0,1,99,True,False,True,False,150.0,155.0,155.0,0.0,6.0,157.0,162.0,,260.0,-155.0,-35.0,2.0,2.0,157.0,0.0,99,1,10,491,0.99,0.908256880733945,0.9473684210526316,0.0020325203252032522,0.09174311926605505,0,0,0,601,,,,0.0,,0,601,0,0,0.0,,,1.0,,ILLUSTRATIVE - not derived from operator financial data,1669.33,769.33,900.0,53.9,False,True,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_ground_rain,13,UT00,propagation_fade,True,-155.0,155.0,0.0,6.0,76.0,0,99,True,False,True,False,150.0,155.0,155.0,0.0,6.0,161.0,162.0,,260.0,-155.0,-35.0,6.0,6.0,161.0,0.0,99,0,10,492,1.0,0.908256880733945,0.9519230769230769,0.0,0.09174311926605505,0,0,0,601,,,,0.0,,0,601,0,0,0.0,,,1.0,,ILLUSTRATIVE - not derived from operator financial data,1659.87,759.87,900.0,54.2,False,True,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_ground_rain,14,UT00,propagation_fade,True,-155.0,155.0,0.0,8.0,75.0,11,99,True,False,True,False,150.0,155.0,155.0,0.0,6.0,157.0,162.0,,260.0,-155.0,-35.0,2.0,2.0,157.0,0.0,99,11,10,481,0.9,0.908256880733945,0.9041095890410958,0.022357723577235773,0.09174311926605505,0,0,0,601,,,,0.0,,0,601,0,0,0.0,,,1.0,,ILLUSTRATIVE - not derived from operator financial data,1663.87,763.87,900.0,54.1,False,True,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_ground_rain,15,UT00,propagation_fade,True,-157.0,157.0,0.0,8.0,75.0,3,95,True,False,True,False,150.0,157.0,157.0,0.0,6.0,157.0,162.0,,260.0,-157.0,-37.0,0.0,0.0,157.0,0.0,95,3,14,489,0.9693877551020408,0.8715596330275229,0.9178743961352657,0.006097560975609756,0.12844036697247707,0,0,0,601,,,,0.0,,0,601,0,0,0.0,,,1.0,,ILLUSTRATIVE - not derived from operator financial data,1663.87,763.87,900.0,54.1,False,True,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_rf_subsystem,1,UT00,rf_subsystem,False,-175.0,252.0,79.0,0.0,0.0,17,0,True,True,False,False,170.0,173.0,175.0,0.0,6.0,,,,,-173.0,-55.0,,,,2.0,104,4,3,490,0.9629629629629629,0.9719626168224299,0.9674418604651163,0.008097165991902834,0.028037383177570093,90,1,17,493,0.989010989010989,0.8411214953271028,0.9090909090909092,0.0020242914979757085,0.1588785046728972,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_rf_subsystem,2,UT00,rf_subsystem,False,-252.0,252.0,119.0,0.0,0.0,29,0,True,True,False,False,170.0,133.0,252.0,0.0,6.0,,,,,-133.0,-132.0,,,,119.0,100,19,7,475,0.8403361344537815,0.9345794392523364,0.8849557522123893,0.038461538461538464,0.06542056074766354,90,0,17,494,1.0,0.8411214953271028,0.9137055837563453,0.0,0.1588785046728972,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_rf_subsystem,3,UT00,rf_subsystem,False,-234.0,234.0,34.0,0.0,0.0,14,0,True,True,False,False,170.0,200.0,234.0,0.0,6.0,,,,,-200.0,-114.0,,,,34.0,100,8,7,486,0.9259259259259259,0.9345794392523364,0.9302325581395349,0.016194331983805668,0.06542056074766354,94,0,13,494,1.0,0.8785046728971962,0.9353233830845772,0.0,0.12149532710280374,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_rf_subsystem,4,UT00,rf_subsystem,False,-216.0,216.0,59.0,0.0,0.0,23,1,True,True,False,False,170.0,157.0,216.0,0.0,6.0,,,,,-157.0,-96.0,,,,59.0,101,21,6,473,0.8278688524590164,0.9439252336448598,0.8820960698689956,0.04251012145748988,0.056074766355140186,98,0,9,494,1.0,0.9158878504672897,0.9560975609756098,0.0,0.08411214953271028,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_rf_subsystem,5,UT00,rf_subsystem,False,-234.0,234.0,51.0,0.0,0.0,7,0,True,True,False,False,170.0,183.0,234.0,0.0,6.0,,,,,-183.0,-114.0,,,,51.0,101,0,6,494,1.0,0.9439252336448598,0.9711538461538461,0.0,0.056074766355140186,94,0,13,494,1.0,0.8785046728971962,0.9353233830845772,0.0,0.12149532710280374,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_rf_subsystem,6,UT00,rf_subsystem,False,-234.0,234.0,16.0,0.0,0.0,2,0,True,True,False,False,170.0,218.0,234.0,0.0,6.0,,,,,-218.0,-114.0,,,,16.0,96,0,11,494,1.0,0.897196261682243,0.9458128078817734,0.0,0.102803738317757,94,0,13,494,1.0,0.8785046728971962,0.9353233830845772,0.0,0.12149532710280374,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_rf_subsystem,7,UT00,rf_subsystem,False,-184.0,217.0,33.0,0.0,0.0,10,1,True,True,False,False,170.0,184.0,184.0,0.0,6.0,,,,,-184.0,-64.0,,,,0.0,103,5,4,489,0.9537037037037037,0.9626168224299065,0.958139534883721,0.010121457489878543,0.037383177570093455,97,0,10,494,1.0,0.9065420560747663,0.9509803921568627,0.0,0.09345794392523364,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_rf_subsystem,8,UT00,rf_subsystem,False,-225.0,234.0,34.0,0.0,0.0,6,0,True,True,False,False,170.0,200.0,234.0,9.0,15.0,,,,,-191.0,-114.0,,,,34.0,100,0,7,494,1.0,0.9345794392523364,0.966183574879227,0.0,0.06542056074766354,94,0,13,494,1.0,0.8785046728971962,0.9353233830845772,0.0,0.12149532710280374,107,485,0,9,0.18074324324324326,1.0,0.30615164520743926,0.9817813765182186,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_rf_subsystem,9,UT00,rf_subsystem,False,-219.0,219.0,2.0,0.0,0.0,2,0,True,True,False,False,170.0,217.0,219.0,0.0,6.0,,,,,-217.0,-99.0,,,,2.0,97,0,10,494,1.0,0.9065420560747663,0.9509803921568627,0.0,0.09345794392523364,95,0,12,494,1.0,0.8878504672897196,0.9405940594059405,0.0,0.11214953271028037,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_rf_subsystem,10,UT00,rf_subsystem,False,-200.0,218.0,18.0,0.0,0.0,2,0,True,True,False,False,170.0,200.0,200.0,0.0,6.0,,,,,-200.0,-80.0,,,,0.0,100,0,7,494,1.0,0.9345794392523364,0.966183574879227,0.0,0.06542056074766354,98,0,9,494,1.0,0.9158878504672897,0.9560975609756098,0.0,0.08411214953271028,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_rf_subsystem,11,UT00,rf_subsystem,False,-234.0,234.0,18.0,0.0,0.0,4,0,True,True,False,False,170.0,216.0,234.0,0.0,6.0,,,,,-216.0,-114.0,,,,18.0,98,0,9,494,1.0,0.9158878504672897,0.9560975609756098,0.0,0.08411214953271028,94,0,13,494,1.0,0.8785046728971962,0.9353233830845772,0.0,0.12149532710280374,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_rf_subsystem,12,UT00,rf_subsystem,False,-216.0,216.0,16.0,0.0,0.0,2,0,True,True,False,False,170.0,200.0,216.0,0.0,6.0,,,,,-200.0,-96.0,,,,16.0,100,0,7,494,1.0,0.9345794392523364,0.966183574879227,0.0,0.06542056074766354,98,0,9,494,1.0,0.9158878504672897,0.9560975609756098,0.0,0.08411214953271028,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_rf_subsystem,13,UT00,rf_subsystem,False,-216.0,216.0,16.0,0.0,0.0,2,0,True,True,False,False,170.0,200.0,216.0,0.0,6.0,,,,,-200.0,-96.0,,,,16.0,100,0,7,494,1.0,0.9345794392523364,0.966183574879227,0.0,0.06542056074766354,98,0,9,494,1.0,0.9158878504672897,0.9560975609756098,0.0,0.08411214953271028,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_rf_subsystem,14,UT00,rf_subsystem,False,-253.0,253.0,78.0,0.0,0.0,19,0,True,True,False,False,170.0,175.0,253.0,0.0,6.0,,,,,-175.0,-133.0,,,,78.0,96,12,11,482,0.8888888888888888,0.897196261682243,0.8930232558139535,0.024291497975708502,0.102803738317757,89,0,18,494,1.0,0.8317757009345794,0.9081632653061225,0.0,0.16822429906542055,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_rf_subsystem,15,UT00,rf_subsystem,False,-252.0,252.0,34.0,0.0,0.0,9,0,True,True,False,False,170.0,218.0,252.0,0.0,6.0,,,,,-218.0,-132.0,,,,34.0,96,3,11,491,0.9696969696969697,0.897196261682243,0.9320388349514562,0.006072874493927126,0.102803738317757,90,0,17,494,1.0,0.8411214953271028,0.9137055837563453,0.0,0.1588785046728972,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_pointing,1,UT00,pointing_attitude,False,-175.0,218.0,45.0,0.0,0.0,3,0,True,True,False,False,175.0,173.0,175.0,0.0,6.0,,,,,-173.0,-55.0,,,,2.0,96,4,11,490,0.96,0.897196261682243,0.927536231884058,0.008097165991902834,0.102803738317757,96,1,11,493,0.9896907216494846,0.897196261682243,0.9411764705882352,0.0020242914979757085,0.102803738317757,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_pointing,2,UT00,pointing_attitude,False,-200.0,200.0,67.0,0.0,0.0,19,0,True,True,False,False,175.0,133.0,200.0,0.0,6.0,,,,,-133.0,-80.0,,,,67.0,100,19,7,475,0.8403361344537815,0.9345794392523364,0.8849557522123893,0.038461538461538464,0.06542056074766354,100,0,7,494,1.0,0.9345794392523364,0.966183574879227,0.0,0.06542056074766354,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_pointing,3,UT00,pointing_attitude,False,-216.0,216.0,16.0,0.0,0.0,10,0,True,True,False,False,175.0,200.0,216.0,0.0,6.0,,,,,-200.0,-96.0,,,,16.0,100,8,7,486,0.9259259259259259,0.9345794392523364,0.9302325581395349,0.016194331983805668,0.06542056074766354,98,0,9,494,1.0,0.9158878504672897,0.9560975609756098,0.0,0.08411214953271028,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_pointing,4,UT00,pointing_attitude,False,-199.0,199.0,42.0,0.0,0.0,20,1,True,True,False,False,175.0,157.0,199.0,0.0,6.0,,,,,-157.0,-79.0,,,,42.0,101,21,6,473,0.8278688524590164,0.9439252336448598,0.8820960698689956,0.04251012145748988,0.056074766355140186,101,0,6,494,1.0,0.9439252336448598,0.9711538461538461,0.0,0.056074766355140186,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
leo_ntn,leo_pointing,5,UT00,pointing_attitude,False,-217.0,217.0,0.0,0.0,0.0,0,0,True,True,False,False,175.0,217.0,217.0,0.0,6.0,,,,,-217.0,-97.0,,,,0.0,97,0,10,494,1.0,0.9065420560747663,0.9509803921568627,0.0,0.09345794392523364,97,0,10,494,1.0,0.9065420560747663,0.9509803921568627,0.0,0.09345794392523364,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,b_warmup_excluded
