domain,scenario,seed,element_id,gt_fault,gt_self_clearing,lead_gain_min,t_first_correct_verdict,time_to_correct_diagnosis_min,degraded_minutes,down_minutes,n_ambiguous_decisions,n_wait_decisions,conv_escalated,layer_escalated,conv_unnecessary_dispatch,layer_unnecessary_dispatch,t_fault_onset,t_first_detectable,t_decision_layer_actionable,t_conventional_escalation,t_ticket,t_service_impact,t_outage,t_recovery,t_environment_cleared,false_calm_window_min,pre_escalation_window_min,exposure_window_min,decision_margin_min,conventional_margin_min,time_to_diagnosis_min,detect_tp,detect_fp,detect_fn,detect_tn,detect_precision,detect_recall,detect_f1,detect_fpr,detect_fnr,layer_esc_tp,layer_esc_fp,layer_esc_fn,layer_esc_tn,layer_esc_precision,layer_esc_recall,layer_esc_f1,layer_esc_fpr,layer_esc_fnr,conv_esc_tp,conv_esc_fp,conv_esc_fn,conv_esc_tn,conv_esc_precision,conv_esc_recall,conv_esc_f1,conv_esc_fpr,conv_esc_fnr,provenance,exposure_conventional,exposure_decision_layer,exposure_delta,exposure_delta_pct,decision_layer_dispatched_unnecessarily,conventional_dispatched_unnecessarily,sweep_axis,param_label,smoothing_window,persistence_m,persistence_n,escalation_delay_min,warmup_variant
leo_ntn,leo_rf_subsystem,15,UT00,rf_subsystem,False,-252.0,252.0,34.0,0.0,0.0,9,0,True,True,False,False,170.0,218.0,252.0,0.0,6.0,,,,,-218.0,-252.0,,,,34.0,96,3,11,491,0.9696969696969697,0.897196261682243,0.9320388349514562,0.006072874493927126,0.102803738317757,90,0,17,494,1.0,0.8411214953271028,0.9137055837563453,0.0,0.1588785046728972,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_pointing,1,UT00,pointing_attitude,False,-175.0,218.0,45.0,0.0,0.0,3,0,True,True,False,False,175.0,173.0,175.0,0.0,6.0,,,,,-173.0,-175.0,,,,2.0,96,4,11,490,0.96,0.897196261682243,0.927536231884058,0.008097165991902834,0.102803738317757,96,1,11,493,0.9896907216494846,0.897196261682243,0.9411764705882352,0.0020242914979757085,0.102803738317757,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_pointing,2,UT00,pointing_attitude,False,-200.0,200.0,67.0,0.0,0.0,19,0,True,True,False,False,175.0,133.0,200.0,0.0,6.0,,,,,-133.0,-200.0,,,,67.0,100,19,7,475,0.8403361344537815,0.9345794392523364,0.8849557522123893,0.038461538461538464,0.06542056074766354,100,0,7,494,1.0,0.9345794392523364,0.966183574879227,0.0,0.06542056074766354,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_pointing,3,UT00,pointing_attitude,False,-216.0,216.0,16.0,0.0,0.0,10,0,True,True,False,False,175.0,200.0,216.0,0.0,6.0,,,,,-200.0,-216.0,,,,16.0,100,8,7,486,0.9259259259259259,0.9345794392523364,0.9302325581395349,0.016194331983805668,0.06542056074766354,98,0,9,494,1.0,0.9158878504672897,0.9560975609756098,0.0,0.08411214953271028,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_pointing,4,UT00,pointing_attitude,False,-199.0,199.0,42.0,0.0,0.0,20,1,True,True,False,False,175.0,157.0,199.0,0.0,6.0,,,,,-157.0,-199.0,,,,42.0,101,21,6,473,0.8278688524590164,0.9439252336448598,0.8820960698689956,0.04251012145748988,0.056074766355140186,101,0,6,494,1.0,0.9439252336448598,0.9711538461538461,0.0,0.056074766355140186,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_pointing,5,UT00,pointing_attitude,False,-217.0,217.0,0.0,0.0,0.0,0,0,True,True,False,False,175.0,217.0,217.0,0.0,6.0,,,,,-217.0,-217.0,,,,0.0,97,0,10,494,1.0,0.9065420560747663,0.9509803921568627,0.0,0.09345794392523364,97,0,10,494,1.0,0.9065420560747663,0.9509803921568627,0.0,0.09345794392523364,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_pointing,6,UT00,pointing_attitude,False,-217.0,217.0,0.0,0.0,0.0,0,0,True,True,False,False,175.0,217.0,217.0,0.0,6.0,,,,,-217.0,-217.0,,,,0.0,97,0,10,494,1.0,0.9065420560747663,0.9509803921568627,0.0,0.09345794392523364,97,0,10,494,1.0,0.9065420560747663,0.9509803921568627,0.0,0.09345794392523364,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_pointing,7,UT00,pointing_attitude,False,-217.0,217.0,0.0,0.0,0.0,5,0,True,True,False,False,175.0,217.0,217.0,0.0,6.0,,,,,-217.0,-217.0,,,,0.0,97,5,10,489,0.9509803921568627,0.9065420560747663,0.9282296650717703,0.010121457489878543,0.09345794392523364,97,0,10,494,1.0,0.9065420560747663,0.9509803921568627,0.0,0.09345794392523364,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_pointing,8,UT00,pointing_attitude,False,-191.0,200.0,0.0,0.0,0.0,0,0,True,True,False,False,175.0,200.0,200.0,9.0,15.0,,,,,-191.0,-191.0,,,,0.0,100,0,7,494,1.0,0.9345794392523364,0.966183574879227,0.0,0.06542056074766354,100,0,7,494,1.0,0.9345794392523364,0.966183574879227,0.0,0.06542056074766354,107,485,0,9,0.18074324324324326,1.0,0.30615164520743926,0.9817813765182186,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_pointing,9,UT00,pointing_attitude,False,-218.0,218.0,0.0,0.0,0.0,0,0,True,True,False,False,175.0,218.0,218.0,0.0,6.0,,,,,-218.0,-218.0,,,,0.0,96,0,11,494,1.0,0.897196261682243,0.9458128078817734,0.0,0.102803738317757,96,0,11,494,1.0,0.897196261682243,0.9458128078817734,0.0,0.102803738317757,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_pointing,10,UT00,pointing_attitude,False,-218.0,218.0,0.0,0.0,0.0,0,0,True,True,False,False,175.0,218.0,218.0,0.0,6.0,,,,,-218.0,-218.0,,,,0.0,96,0,11,494,1.0,0.897196261682243,0.9458128078817734,0.0,0.102803738317757,96,0,11,494,1.0,0.897196261682243,0.9458128078817734,0.0,0.102803738317757,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_pointing,11,UT00,pointing_attitude,False,-218.0,218.0,0.0,0.0,0.0,0,0,True,True,False,False,175.0,218.0,218.0,0.0,6.0,,,,,-218.0,-218.0,,,,0.0,96,0,11,494,1.0,0.897196261682243,0.9458128078817734,0.0,0.102803738317757,96,0,11,494,1.0,0.897196261682243,0.9458128078817734,0.0,0.102803738317757,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_pointing,12,UT00,pointing_attitude,False,-218.0,218.0,0.0,0.0,0.0,0,0,True,True,False,False,175.0,218.0,218.0,0.0,6.0,,,,,-218.0,-218.0,,,,0.0,96,0,11,494,1.0,0.897196261682243,0.9458128078817734,0.0,0.102803738317757,96,0,11,494,1.0,0.897196261682243,0.9458128078817734,0.0,0.102803738317757,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_pointing,13,UT00,pointing_attitude,False,-217.0,217.0,0.0,0.0,0.0,0,0,True,True,False,False,175.0,217.0,217.0,0.0,6.0,,,,,-217.0,-217.0,,,,0.0,97,0,10,494,1.0,0.9065420560747663,0.9509803921568627,0.0,0.09345794392523364,97,0,10,494,1.0,0.9065420560747663,0.9509803921568627,0.0,0.09345794392523364,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_pointing,14,UT00,pointing_attitude,False,-218.0,218.0,43.0,0.0,0.0,12,0,True,True,False,False,175.0,175.0,218.0,0.0,6.0,,,,,-175.0,-218.0,,,,43.0,96,12,11,482,0.8888888888888888,0.897196261682243,0.8930232558139535,0.024291497975708502,0.102803738317757,96,0,11,494,1.0,0.897196261682243,0.9458128078817734,0.0,0.102803738317757,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_pointing,15,UT00,pointing_attitude,False,-218.0,218.0,0.0,0.0,0.0,3,0,True,True,False,False,175.0,218.0,218.0,0.0,6.0,,,,,-218.0,-218.0,,,,0.0,96,3,11,491,0.9696969696969697,0.897196261682243,0.9320388349514562,0.006072874493927126,0.102803738317757,96,0,11,494,1.0,0.897196261682243,0.9458128078817734,0.0,0.102803738317757,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_gateway_side,1,UT00,gateway_side,False,-175.0,189.0,16.0,0.0,0.0,9,0,True,True,False,False,180.0,173.0,175.0,0.0,6.0,,,,,-173.0,-175.0,,,,2.0,413,3,7,178,0.9927884615384616,0.9833333333333333,0.9880382775119617,0.016574585635359115,0.016666666666666666,406,1,14,180,0.9975429975429976,0.9666666666666667,0.9818621523579203,0.0055248618784530384,0.03333333333333333,420,181,0,0,0.6988352745424293,1.0,0.822722820763957,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_gateway_side,2,UT00,gateway_side,False,-187.0,187.0,54.0,3.0,0.0,6,0,True,True,False,False,180.0,133.0,187.0,0.0,6.0,440.0,,,,-133.0,-187.0,307.0,253.0,440.0,54.0,407,3,13,178,0.9926829268292683,0.969047619047619,0.9807228915662649,0.016574585635359115,0.030952380952380953,404,0,16,181,1.0,0.9619047619047619,0.9805825242718447,0.0,0.0380952380952381,420,181,0,0,0.6988352745424293,1.0,0.822722820763957,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,920.2,920.2,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_gateway_side,3,UT00,gateway_side,False,-195.0,195.0,0.0,0.0,0.0,0,0,True,True,False,False,180.0,195.0,195.0,0.0,6.0,,,,,-195.0,-195.0,,,,0.0,400,0,20,181,1.0,0.9523809523809523,0.975609756097561,0.0,0.047619047619047616,400,0,20,181,1.0,0.9523809523809523,0.975609756097561,0.0,0.047619047619047616,420,181,0,0,0.6988352745424293,1.0,0.822722820763957,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_gateway_side,4,UT00,gateway_side,False,-191.0,191.0,34.0,0.0,0.0,17,0,True,True,False,False,180.0,157.0,191.0,0.0,6.0,,,,,-157.0,-191.0,,,,34.0,414,8,6,173,0.981042654028436,0.9857142857142858,0.983372921615202,0.04419889502762431,0.014285714285714285,405,0,15,181,1.0,0.9642857142857143,0.9818181818181818,0.0,0.03571428571428571,420,181,0,0,0.6988352745424293,1.0,0.822722820763957,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_gateway_side,5,UT00,gateway_side,False,-197.0,197.0,10.0,0.0,0.0,2,0,True,True,False,False,180.0,187.0,197.0,0.0,6.0,,,,,-187.0,-197.0,,,,10.0,404,0,16,181,1.0,0.9619047619047619,0.9805825242718447,0.0,0.0380952380952381,402,0,18,181,1.0,0.9571428571428572,0.9781021897810218,0.0,0.04285714285714286,420,181,0,0,0.6988352745424293,1.0,0.822722820763957,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_gateway_side,6,UT00,gateway_side,False,-195.0,195.0,0.0,1.0,0.0,2,0,True,True,False,False,180.0,195.0,195.0,0.0,6.0,489.0,,,,-195.0,-195.0,294.0,294.0,489.0,0.0,403,0,17,181,1.0,0.9595238095238096,0.9793438639125152,0.0,0.04047619047619048,401,0,19,181,1.0,0.9547619047619048,0.976857490864799,0.0,0.04523809523809524,420,181,0,0,0.6988352745424293,1.0,0.822722820763957,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,906.73,906.73,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_gateway_side,7,UT00,gateway_side,False,-195.0,195.0,0.0,0.0,0.0,1,0,True,True,False,False,180.0,195.0,195.0,0.0,6.0,,,,,-195.0,-195.0,,,,0.0,402,0,18,181,1.0,0.9571428571428572,0.9781021897810218,0.0,0.04285714285714286,401,0,19,181,1.0,0.9547619047619048,0.976857490864799,0.0,0.04523809523809524,420,181,0,0,0.6988352745424293,1.0,0.822722820763957,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_gateway_side,8,UT00,gateway_side,False,-186.0,195.0,0.0,1.0,0.0,2,0,True,True,False,False,180.0,195.0,195.0,9.0,15.0,534.0,,,,-186.0,-186.0,339.0,339.0,525.0,0.0,401,0,19,181,1.0,0.9547619047619048,0.976857490864799,0.0,0.04523809523809524,399,0,21,181,1.0,0.95,0.9743589743589743,0.0,0.05,420,172,0,9,0.7094594594594594,1.0,0.8300395256916996,0.9502762430939227,0.0,ILLUSTRATIVE - not derived from operator financial data,906.73,906.73,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_gateway_side,9,UT00,gateway_side,False,-196.0,196.0,1.0,0.0,0.0,1,0,True,True,False,False,180.0,195.0,196.0,0.0,6.0,,,,,-195.0,-196.0,,,,1.0,402,0,18,181,1.0,0.9571428571428572,0.9781021897810218,0.0,0.04285714285714286,401,0,19,181,1.0,0.9547619047619048,0.976857490864799,0.0,0.04523809523809524,420,181,0,0,0.6988352745424293,1.0,0.822722820763957,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_gateway_side,10,UT00,gateway_side,False,-196.0,196.0,0.0,0.0,0.0,2,0,True,True,False,False,180.0,196.0,196.0,0.0,6.0,,,,,-196.0,-196.0,,,,0.0,399,0,21,181,1.0,0.95,0.9743589743589743,0.0,0.05,397,0,23,181,1.0,0.9452380952380952,0.9718482252141982,0.0,0.05476190476190476,420,181,0,0,0.6988352745424293,1.0,0.822722820763957,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_gateway_side,11,UT00,gateway_side,False,-196.0,196.0,4.0,0.0,0.0,1,0,True,True,False,False,180.0,192.0,196.0,0.0,6.0,,,,,-192.0,-196.0,,,,4.0,402,0,18,181,1.0,0.9571428571428572,0.9781021897810218,0.0,0.04285714285714286,401,0,19,181,1.0,0.9547619047619048,0.976857490864799,0.0,0.04523809523809524,420,181,0,0,0.6988352745424293,1.0,0.822722820763957,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_gateway_side,12,UT00,gateway_side,False,-191.0,191.0,4.0,0.0,0.0,3,0,True,True,False,False,180.0,187.0,191.0,0.0,6.0,,,,,-187.0,-191.0,,,,4.0,405,0,15,181,1.0,0.9642857142857143,0.9818181818181818,0.0,0.03571428571428571,402,0,18,181,1.0,0.9571428571428572,0.9781021897810218,0.0,0.04285714285714286,420,181,0,0,0.6988352745424293,1.0,0.822722820763957,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_gateway_side,13,UT00,gateway_side,False,-200.0,200.0,0.0,1.0,0.0,0,0,True,True,False,False,180.0,200.0,200.0,0.0,6.0,386.0,,,,-200.0,-200.0,186.0,186.0,386.0,0.0,398,0,22,181,1.0,0.9476190476190476,0.9731051344743276,0.0,0.05238095238095238,398,0,22,181,1.0,0.9476190476190476,0.9731051344743276,0.0,0.05238095238095238,420,181,0,0,0.6988352745424293,1.0,0.822722820763957,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,906.73,906.73,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_gateway_side,14,UT00,gateway_side,False,-189.0,189.0,14.0,2.0,0.0,2,0,True,True,False,False,180.0,175.0,189.0,0.0,6.0,458.0,,,,-175.0,-189.0,283.0,269.0,458.0,14.0,409,1,11,180,0.9975609756097561,0.9738095238095238,0.9855421686746987,0.0055248618784530384,0.02619047619047619,408,0,12,181,1.0,0.9714285714285714,0.9855072463768115,0.0,0.02857142857142857,420,181,0,0,0.6988352745424293,1.0,0.822722820763957,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,913.47,913.47,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_gateway_side,15,UT00,gateway_side,False,-191.0,191.0,0.0,1.0,0.0,0,0,True,True,False,False,180.0,191.0,191.0,0.0,6.0,220.0,,,,-191.0,-191.0,29.0,29.0,220.0,0.0,406,0,14,181,1.0,0.9666666666666667,0.983050847457627,0.0,0.03333333333333333,406,0,14,181,1.0,0.9666666666666667,0.983050847457627,0.0,0.03333333333333333,420,181,0,0,0.6988352745424293,1.0,0.822722820763957,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,906.73,906.73,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_hidden_in_rain,1,UT00,rf_subsystem,False,-157.0,157.0,0.0,7.0,76.0,1,93,True,True,False,False,175.0,157.0,157.0,0.0,6.0,161.0,162.0,,,-157.0,-157.0,4.0,4.0,161.0,0.0,180,0,15,406,1.0,0.9230769230769231,0.9600000000000001,0.0,0.07692307692307693,86,0,21,494,1.0,0.8037383177570093,0.8911917098445596,0.0,0.19626168224299065,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,1666.6,1666.6,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_hidden_in_rain,2,UT00,rf_subsystem,False,-154.0,154.0,21.0,4.0,80.0,13,102,True,True,False,False,175.0,133.0,154.0,0.0,6.0,157.0,161.0,,,-133.0,-154.0,24.0,3.0,157.0,21.0,188,12,7,394,0.94,0.9641025641025641,0.9518987341772152,0.029556650246305417,0.035897435897435895,85,0,22,494,1.0,0.794392523364486,0.8854166666666666,0.0,0.205607476635514,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,1684.27,1684.27,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_hidden_in_rain,3,UT00,rf_subsystem,False,-159.0,159.0,0.0,6.0,78.0,8,95,True,True,False,False,175.0,159.0,159.0,0.0,6.0,161.0,162.0,,,-159.0,-159.0,2.0,2.0,161.0,0.0,181,7,14,399,0.9627659574468085,0.9282051282051282,0.9451697127937337,0.017241379310344827,0.07179487179487179,85,0,22,494,1.0,0.794392523364486,0.8854166666666666,0.0,0.205607476635514,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,1678.8,1678.8,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_hidden_in_rain,4,UT00,rf_subsystem,False,-154.0,154.0,0.0,3.0,81.0,11,100,True,True,False,False,175.0,154.0,154.0,0.0,6.0,157.0,157.0,,,-154.0,-154.0,3.0,3.0,157.0,0.0,185,12,10,394,0.9390862944162437,0.9487179487179487,0.9438775510204082,0.029556650246305417,0.05128205128205128,86,0,21,494,1.0,0.8037383177570093,0.8911917098445596,0.0,0.19626168224299065,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,1687.0,1687.0,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_hidden_in_rain,5,UT00,rf_subsystem,False,-160.0,160.0,0.0,8.0,75.0,0,94,True,True,False,False,175.0,160.0,160.0,0.0,6.0,161.0,162.0,,,-160.0,-160.0,1.0,1.0,161.0,0.0,180,0,15,406,1.0,0.9230769230769231,0.9600000000000001,0.0,0.07692307692307693,86,0,21,494,1.0,0.8037383177570093,0.8911917098445596,0.0,0.19626168224299065,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,1663.87,1663.87,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_hidden_in_rain,6,UT00,rf_subsystem,False,-155.0,155.0,0.0,6.0,78.0,1,97,True,True,False,False,175.0,155.0,155.0,0.0,6.0,157.0,161.0,,,-155.0,-155.0,2.0,2.0,157.0,0.0,184,0,11,406,1.0,0.9435897435897436,0.9709762532981531,0.0,0.05641025641025641,86,0,21,494,1.0,0.8037383177570093,0.8911917098445596,0.0,0.19626168224299065,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,1678.8,1678.8,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_hidden_in_rain,7,UT00,rf_subsystem,False,-155.0,155.0,0.0,9.0,75.0,5,99,True,True,False,False,175.0,155.0,155.0,0.0,6.0,157.0,162.0,,,-155.0,-155.0,2.0,2.0,157.0,0.0,185,5,10,401,0.9736842105263158,0.9487179487179487,0.9610389610389611,0.012315270935960592,0.05128205128205128,86,0,21,494,1.0,0.8037383177570093,0.8911917098445596,0.0,0.19626168224299065,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,1670.6,1670.6,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_hidden_in_rain,8,UT00,rf_subsystem,False,-146.0,155.0,0.0,9.0,74.0,0,97,True,True,False,False,175.0,155.0,155.0,9.0,15.0,157.0,162.0,,,-146.0,-146.0,2.0,2.0,148.0,0.0,183,0,12,406,1.0,0.9384615384615385,0.9682539682539683,0.0,0.06153846153846154,86,0,21,494,1.0,0.8037383177570093,0.8911917098445596,0.0,0.19626168224299065,107,485,0,9,0.18074324324324326,1.0,0.30615164520743926,0.9817813765182186,0.0,ILLUSTRATIVE - not derived from operator financial data,1661.13,1661.13,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_hidden_in_rain,9,UT00,rf_subsystem,False,-156.0,156.0,0.0,7.0,77.0,0,95,True,True,False,False,175.0,156.0,156.0,0.0,6.0,157.0,162.0,,,-156.0,-156.0,1.0,1.0,157.0,0.0,181,0,14,406,1.0,0.9282051282051282,0.9627659574468085,0.0,0.07179487179487179,86,0,21,494,1.0,0.8037383177570093,0.8911917098445596,0.0,0.19626168224299065,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,1676.07,1676.07,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_hidden_in_rain,10,UT00,rf_subsystem,False,-155.0,155.0,0.0,8.0,76.0,1,98,True,True,False,False,175.0,155.0,155.0,0.0,6.0,157.0,162.0,,,-155.0,-155.0,2.0,2.0,157.0,0.0,185,0,10,406,1.0,0.9487179487179487,0.9736842105263158,0.0,0.05128205128205128,86,0,21,494,1.0,0.8037383177570093,0.8911917098445596,0.0,0.19626168224299065,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,1673.33,1673.33,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
leo_ntn,leo_hidden_in_rain,11,UT00,rf_subsystem,False,-155.0,155.0,0.0,8.0,76.0,0,97,True,True,False,False,175.0,155.0,155.0,0.0,6.0,157.0,162.0,,,-155.0,-155.0,2.0,2.0,157.0,0.0,183,0,12,406,1.0,0.9384615384615385,0.9682539682539683,0.0,0.06153846153846154,86,0,21,494,1.0,0.8037383177570093,0.8911917098445596,0.0,0.19626168224299065,107,494,0,0,0.17803660565723795,1.0,0.3022598870056497,1.0,0.0,ILLUSTRATIVE - not derived from operator financial data,1673.33,1673.33,0.0,0.0,False,False,degenerate,degenerate,1.0,1.0,1.0,0.0,a_as_run_600min
