domain,scenario,seed,element_id,gt_fault,gt_self_clearing,lead_gain_min,t_first_correct_verdict,time_to_correct_diagnosis_min,degraded_minutes,down_minutes,n_ambiguous_decisions,n_wait_decisions,conv_escalated,layer_escalated,conv_unnecessary_dispatch,layer_unnecessary_dispatch,t_fault_onset,t_first_detectable,t_decision_layer_actionable,t_conventional_escalation,t_ticket,t_service_impact,t_outage,t_recovery,t_environment_cleared,false_calm_window_min,pre_escalation_window_min,exposure_window_min,decision_margin_min,conventional_margin_min,time_to_diagnosis_min,detect_tp,detect_fp,detect_fn,detect_tn,detect_precision,detect_recall,detect_f1,detect_fpr,detect_fnr,layer_esc_tp,layer_esc_fp,layer_esc_fn,layer_esc_tn,layer_esc_precision,layer_esc_recall,layer_esc_f1,layer_esc_fpr,layer_esc_fnr,conv_esc_tp,conv_esc_fp,conv_esc_fn,conv_esc_tn,conv_esc_precision,conv_esc_recall,conv_esc_f1,conv_esc_fpr,conv_esc_fnr,provenance,exposure_conventional,exposure_decision_layer,exposure_delta,exposure_delta_pct,decision_layer_dispatched_unnecessarily,conventional_dispatched_unnecessarily,sweep_axis,param_label,smoothing_window,persistence_m,persistence_n,escalation_delay_min
leo_ntn,leo_hidden_in_rain,9,UT00,rf_subsystem,False,6.0,156.0,0.0,7.0,77.0,0,95,True,True,False,False,175.0,156.0,156.0,162.0,168.0,157.0,162.0,,,6.0,6.0,1.0,1.0,-5.0,0.0,181,0,14,406,1.0,0.9282051282051282,0.9627659574468085,0.0,0.07179487179487179,86,0,21,494,1.0,0.8037383177570093,0.8911917098445596,0.0,0.19626168224299065,107,332,0,162,0.2437357630979499,1.0,0.39194139194139194,0.6720647773279352,0.0,ILLUSTRATIVE - not derived from operator financial data,1676.07,1649.82,26.25,1.6,False,False,smoothing_window,1,1,3,5,8.0
leo_ntn,leo_hidden_in_rain,10,UT00,rf_subsystem,False,7.0,155.0,0.0,8.0,76.0,1,98,True,True,False,False,175.0,155.0,155.0,162.0,168.0,157.0,162.0,,,7.0,7.0,2.0,2.0,-5.0,0.0,185,0,10,406,1.0,0.9487179487179487,0.9736842105263158,0.0,0.05128205128205128,86,0,21,494,1.0,0.8037383177570093,0.8911917098445596,0.0,0.19626168224299065,107,332,0,162,0.2437357630979499,1.0,0.39194139194139194,0.6720647773279352,0.0,ILLUSTRATIVE - not derived from operator financial data,1673.33,1642.72,30.61,1.8,False,False,smoothing_window,1,1,3,5,8.0
leo_ntn,leo_hidden_in_rain,11,UT00,rf_subsystem,False,7.0,155.0,0.0,8.0,76.0,0,97,True,True,False,False,175.0,155.0,155.0,162.0,168.0,157.0,162.0,,,7.0,7.0,2.0,2.0,-5.0,0.0,183,0,12,406,1.0,0.9384615384615385,0.9682539682539683,0.0,0.06153846153846154,86,0,21,494,1.0,0.8037383177570093,0.8911917098445596,0.0,0.19626168224299065,107,332,0,162,0.2437357630979499,1.0,0.39194139194139194,0.6720647773279352,0.0,ILLUSTRATIVE - not derived from operator financial data,1673.33,1642.72,30.61,1.8,False,False,smoothing_window,1,1,3,5,8.0
leo_ntn,leo_hidden_in_rain,12,UT00,rf_subsystem,False,7.0,155.0,0.0,7.0,77.0,2,99,True,True,False,False,175.0,155.0,155.0,162.0,168.0,157.0,162.0,,,7.0,7.0,2.0,2.0,-5.0,0.0,185,1,10,405,0.9946236559139785,0.9487179487179487,0.9711286089238845,0.0024630541871921183,0.05128205128205128,85,0,22,494,1.0,0.794392523364486,0.8854166666666666,0.0,0.205607476635514,107,332,0,162,0.2437357630979499,1.0,0.39194139194139194,0.6720647773279352,0.0,ILLUSTRATIVE - not derived from operator financial data,1676.07,1645.45,30.62,1.8,False,False,smoothing_window,1,1,3,5,8.0
leo_ntn,leo_hidden_in_rain,13,UT00,rf_subsystem,False,7.0,155.0,0.0,6.0,77.0,2,97,True,True,False,False,175.0,155.0,155.0,162.0,168.0,161.0,162.0,,,7.0,7.0,6.0,6.0,-1.0,0.0,185,0,10,406,1.0,0.9487179487179487,0.9736842105263158,0.0,0.05128205128205128,86,0,21,494,1.0,0.8037383177570093,0.8911917098445596,0.0,0.19626168224299065,107,332,0,162,0.2437357630979499,1.0,0.39194139194139194,0.6720647773279352,0.0,ILLUSTRATIVE - not derived from operator financial data,1669.33,1638.72,30.61,1.8,False,False,smoothing_window,1,1,3,5,8.0
leo_ntn,leo_hidden_in_rain,14,UT00,rf_subsystem,False,7.0,155.0,0.0,8.0,76.0,11,99,True,True,False,False,175.0,155.0,155.0,162.0,168.0,157.0,162.0,,,7.0,7.0,2.0,2.0,-5.0,0.0,185,11,10,395,0.9438775510204082,0.9487179487179487,0.9462915601023018,0.027093596059113302,0.05128205128205128,86,0,21,494,1.0,0.8037383177570093,0.8911917098445596,0.0,0.19626168224299065,107,332,0,162,0.2437357630979499,1.0,0.39194139194139194,0.6720647773279352,0.0,ILLUSTRATIVE - not derived from operator financial data,1673.33,1642.72,30.61,1.8,False,False,smoothing_window,1,1,3,5,8.0
leo_ntn,leo_hidden_in_rain,15,UT00,rf_subsystem,False,5.0,157.0,0.0,9.0,75.0,4,95,True,True,False,False,175.0,157.0,157.0,162.0,168.0,157.0,162.0,,,5.0,5.0,0.0,0.0,-5.0,0.0,181,3,14,403,0.9836956521739131,0.9282051282051282,0.9551451187335093,0.007389162561576354,0.07179487179487179,85,0,22,494,1.0,0.794392523364486,0.8854166666666666,0.0,0.205607476635514,107,332,0,162,0.2437357630979499,1.0,0.39194139194139194,0.6720647773279352,0.0,ILLUSTRATIVE - not derived from operator financial data,1670.6,1648.73,21.87,1.3,False,False,smoothing_window,1,1,3,5,8.0
microwave,mw_rain_cell,1,POP~R_D00_1,rain_fade,True,17.0,175.0,0.0,0.0,0.0,0,26,True,False,True,False,150.0,175.0,175.0,192.0,198.0,,,,260.0,17.0,17.0,,,,0.0,26,0,25,550,1.0,0.5098039215686274,0.6753246753246753,0.0,0.49019607843137253,0,0,0,601,,,,0.0,,0,409,0,192,0.0,,,0.6805324459234608,,ILLUSTRATIVE - not derived from operator financial data,900.0,0.0,900.0,100.0,False,True,smoothing_window,3,3,3,5,8.0
microwave,mw_rain_cell,2,POP~R_D00_1,rain_fade,True,15.0,178.0,0.0,0.0,0.0,0,23,True,False,True,False,150.0,178.0,178.0,193.0,199.0,,,,260.0,15.0,15.0,,,,0.0,23,0,28,550,1.0,0.45098039215686275,0.6216216216216216,0.0,0.5490196078431373,0,0,0,601,,,,0.0,,0,408,0,193,0.0,,,0.6788685524126455,,ILLUSTRATIVE - not derived from operator financial data,900.0,0.0,900.0,100.0,False,True,smoothing_window,3,3,3,5,8.0
microwave,mw_rain_cell,3,POP~R_D00_1,rain_fade,True,16.0,176.0,0.0,0.0,0.0,0,25,True,False,True,False,150.0,176.0,176.0,192.0,198.0,,,,260.0,16.0,16.0,,,,0.0,25,0,26,550,1.0,0.49019607843137253,0.6578947368421052,0.0,0.5098039215686274,0,0,0,601,,,,0.0,,0,409,0,192,0.0,,,0.6805324459234608,,ILLUSTRATIVE - not derived from operator financial data,900.0,0.0,900.0,100.0,False,True,smoothing_window,3,3,3,5,8.0
microwave,mw_rain_cell,4,POP~R_D00_1,rain_fade,True,16.0,176.0,0.0,0.0,0.0,0,25,True,False,True,False,150.0,176.0,176.0,192.0,198.0,,,,260.0,16.0,16.0,,,,0.0,25,0,26,550,1.0,0.49019607843137253,0.6578947368421052,0.0,0.5098039215686274,0,0,0,601,,,,0.0,,0,409,0,192,0.0,,,0.6805324459234608,,ILLUSTRATIVE - not derived from operator financial data,900.0,0.0,900.0,100.0,False,True,smoothing_window,3,3,3,5,8.0
microwave,mw_rain_cell,5,POP~R_D00_1,rain_fade,True,15.0,179.0,0.0,0.0,0.0,0,21,True,False,True,False,150.0,179.0,179.0,194.0,200.0,,,,260.0,15.0,15.0,,,,0.0,21,0,30,550,1.0,0.4117647058823529,0.5833333333333334,0.0,0.5882352941176471,0,0,0,601,,,,0.0,,0,407,0,194,0.0,,,0.6772046589018302,,ILLUSTRATIVE - not derived from operator financial data,900.0,0.0,900.0,100.0,False,True,smoothing_window,3,3,3,5,8.0
microwave,mw_rain_cell,6,POP~R_D00_1,rain_fade,True,13.0,176.0,0.0,0.0,0.0,0,23,True,False,True,False,150.0,176.0,176.0,189.0,195.0,,,,260.0,13.0,13.0,,,,0.0,23,0,28,550,1.0,0.45098039215686275,0.6216216216216216,0.0,0.5490196078431373,0,0,0,601,,,,0.0,,0,412,0,189,0.0,,,0.6855241264559068,,ILLUSTRATIVE - not derived from operator financial data,900.0,0.0,900.0,100.0,False,True,smoothing_window,3,3,3,5,8.0
microwave,mw_rain_cell,7,POP~R_D00_1,rain_fade,True,14.0,176.0,0.0,0.0,0.0,0,24,True,False,True,False,150.0,176.0,176.0,190.0,196.0,,,,260.0,14.0,14.0,,,,0.0,24,0,27,550,1.0,0.47058823529411764,0.6399999999999999,0.0,0.5294117647058824,0,0,0,601,,,,0.0,,0,411,0,190,0.0,,,0.6838602329450915,,ILLUSTRATIVE - not derived from operator financial data,900.0,0.0,900.0,100.0,False,True,smoothing_window,3,3,3,5,8.0
microwave,mw_rain_cell,8,POP~R_D00_1,rain_fade,True,15.0,178.0,0.0,0.0,0.0,0,21,True,False,True,False,150.0,178.0,178.0,193.0,199.0,,,,260.0,15.0,15.0,,,,0.0,21,0,30,550,1.0,0.4117647058823529,0.5833333333333334,0.0,0.5882352941176471,0,0,0,601,,,,0.0,,0,408,0,193,0.0,,,0.6788685524126455,,ILLUSTRATIVE - not derived from operator financial data,900.0,0.0,900.0,100.0,False,True,smoothing_window,3,3,3,5,8.0
microwave,mw_rain_cell,9,POP~R_D00_1,rain_fade,True,16.0,176.0,0.0,0.0,0.0,0,24,True,False,True,False,150.0,176.0,176.0,192.0,198.0,,,,260.0,16.0,16.0,,,,0.0,24,0,27,550,1.0,0.47058823529411764,0.6399999999999999,0.0,0.5294117647058824,0,0,0,601,,,,0.0,,0,409,0,192,0.0,,,0.6805324459234608,,ILLUSTRATIVE - not derived from operator financial data,900.0,0.0,900.0,100.0,False,True,smoothing_window,3,3,3,5,8.0
microwave,mw_rain_cell,10,POP~R_D00_1,rain_fade,True,14.0,177.0,0.0,0.0,0.0,0,24,True,False,True,False,150.0,177.0,177.0,191.0,197.0,,,,260.0,14.0,14.0,,,,0.0,24,0,27,550,1.0,0.47058823529411764,0.6399999999999999,0.0,0.5294117647058824,0,0,0,601,,,,0.0,,0,410,0,191,0.0,,,0.6821963394342762,,ILLUSTRATIVE - not derived from operator financial data,900.0,0.0,900.0,100.0,False,True,smoothing_window,3,3,3,5,8.0
microwave,mw_rain_cell,11,POP~R_D00_1,rain_fade,True,14.0,177.0,0.0,0.0,0.0,0,25,True,False,True,False,150.0,177.0,177.0,191.0,197.0,,,,260.0,14.0,14.0,,,,0.0,25,0,26,550,1.0,0.49019607843137253,0.6578947368421052,0.0,0.5098039215686274,0,0,0,601,,,,0.0,,0,410,0,191,0.0,,,0.6821963394342762,,ILLUSTRATIVE - not derived from operator financial data,900.0,0.0,900.0,100.0,False,True,smoothing_window,3,3,3,5,8.0
microwave,mw_rain_cell,12,POP~R_D00_1,rain_fade,True,15.0,177.0,0.0,0.0,0.0,0,21,True,True,True,True,150.0,177.0,177.0,192.0,198.0,,,,260.0,15.0,15.0,,,,0.0,23,0,28,550,1.0,0.45098039215686275,0.6216216216216216,0.0,0.5490196078431373,0,2,0,599,0.0,,,0.0033277870216306157,,0,409,0,192,0.0,,,0.6805324459234608,,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,True,True,smoothing_window,3,3,3,5,8.0
microwave,mw_rain_cell,13,POP~R_D00_1,rain_fade,True,13.0,180.0,0.0,0.0,0.0,0,20,True,False,True,False,150.0,180.0,180.0,193.0,199.0,,,,260.0,13.0,13.0,,,,0.0,20,0,31,550,1.0,0.39215686274509803,0.5633802816901409,0.0,0.6078431372549019,0,0,0,601,,,,0.0,,0,408,0,193,0.0,,,0.6788685524126455,,ILLUSTRATIVE - not derived from operator financial data,900.0,0.0,900.0,100.0,False,True,smoothing_window,3,3,3,5,8.0
microwave,mw_rain_cell,14,POP~R_D00_1,rain_fade,True,17.0,173.0,0.0,0.0,0.0,0,27,True,False,True,False,150.0,173.0,173.0,190.0,196.0,,,,260.0,17.0,17.0,,,,0.0,27,0,24,550,1.0,0.5294117647058824,0.6923076923076924,0.0,0.47058823529411764,0,0,0,601,,,,0.0,,0,411,0,190,0.0,,,0.6838602329450915,,ILLUSTRATIVE - not derived from operator financial data,900.0,0.0,900.0,100.0,False,True,smoothing_window,3,3,3,5,8.0
microwave,mw_rain_cell,15,POP~R_D00_1,rain_fade,True,19.0,175.0,0.0,0.0,0.0,0,27,True,False,True,False,150.0,175.0,175.0,194.0,200.0,,,,260.0,19.0,19.0,,,,0.0,27,0,24,550,1.0,0.5294117647058824,0.6923076923076924,0.0,0.47058823529411764,0,0,0,601,,,,0.0,,0,407,0,194,0.0,,,0.6772046589018302,,ILLUSTRATIVE - not derived from operator financial data,900.0,0.0,900.0,100.0,False,True,smoothing_window,3,3,3,5,8.0
microwave,mw_directional_hardware,1,POP~R_D05_1,hardware_directional,False,12.0,232.0,8.0,316.0,0.0,8,0,True,True,False,False,170.0,224.0,232.0,244.0,250.0,280.0,,,,20.0,12.0,56.0,48.0,36.0,8.0,377,0,53,171,1.0,0.8767441860465116,0.9343246592317225,0.0,0.12325581395348838,369,0,61,171,1.0,0.858139534883721,0.9236545682102629,0.0,0.14186046511627906,357,0,73,171,1.0,0.8302325581395349,0.9072426937738246,0.0,0.1697674418604651,ILLUSTRATIVE - not derived from operator financial data,2356.4,2355.1,1.3,0.1,False,False,smoothing_window,3,3,3,5,8.0
microwave,mw_directional_hardware,2,POP~R_D05_1,hardware_directional,False,9.0,241.0,10.0,323.0,0.0,10,0,True,True,False,False,170.0,231.0,241.0,250.0,256.0,277.0,,,,19.0,9.0,46.0,36.0,27.0,10.0,370,0,60,171,1.0,0.8604651162790697,0.9249999999999999,0.0,0.13953488372093023,360,0,70,171,1.0,0.8372093023255814,0.9113924050632911,0.0,0.16279069767441862,351,0,79,171,1.0,0.8162790697674419,0.8988476312419975,0.0,0.18372093023255814,ILLUSTRATIVE - not derived from operator financial data,2359.2,2358.23,0.97,0.0,False,False,smoothing_window,3,3,3,5,8.0
microwave,mw_directional_hardware,3,POP~R_D05_1,hardware_directional,False,17.0,235.0,5.0,323.0,0.0,10,0,True,True,False,False,170.0,230.0,235.0,252.0,258.0,276.0,,,,22.0,17.0,46.0,41.0,24.0,5.0,371,0,59,171,1.0,0.8627906976744186,0.9263420724094882,0.0,0.1372093023255814,361,0,69,171,1.0,0.8395348837209302,0.9127686472819216,0.0,0.16046511627906976,349,0,81,171,1.0,0.8116279069767441,0.8960205391527599,0.0,0.1883720930232558,ILLUSTRATIVE - not derived from operator financial data,2359.2,2357.36,1.84,0.1,False,False,smoothing_window,3,3,3,5,8.0
microwave,mw_directional_hardware,4,POP~R_D05_1,hardware_directional,False,11.0,236.0,7.0,320.0,0.0,7,0,True,True,False,False,170.0,229.0,236.0,247.0,253.0,276.0,,,,18.0,11.0,47.0,40.0,29.0,7.0,372,0,58,171,1.0,0.8651162790697674,0.9276807980049876,0.0,0.13488372093023257,365,0,65,171,1.0,0.8488372093023255,0.9182389937106918,0.0,0.1511627906976744,354,0,76,171,1.0,0.8232558139534883,0.903061224489796,0.0,0.17674418604651163,ILLUSTRATIVE - not derived from operator financial data,2358.0,2356.81,1.19,0.1,False,False,smoothing_window,3,3,3,5,8.0
microwave,mw_directional_hardware,5,POP~R_D05_1,hardware_directional,False,11.0,235.0,9.0,321.0,0.0,9,0,True,True,False,False,170.0,226.0,235.0,246.0,252.0,280.0,,,,20.0,11.0,54.0,45.0,34.0,9.0,375,0,55,171,1.0,0.872093023255814,0.9316770186335404,0.0,0.12790697674418605,366,0,64,171,1.0,0.8511627906976744,0.9195979899497487,0.0,0.14883720930232558,355,0,75,171,1.0,0.8255813953488372,0.9044585987261146,0.0,0.1744186046511628,ILLUSTRATIVE - not derived from operator financial data,2358.4,2357.21,1.19,0.1,False,False,smoothing_window,3,3,3,5,8.0
microwave,mw_directional_hardware,6,POP~R_D05_1,hardware_directional,False,12.0,230.0,9.0,317.0,0.0,9,0,True,True,False,False,170.0,221.0,230.0,242.0,248.0,280.0,,,,21.0,12.0,59.0,50.0,38.0,9.0,380,0,50,171,1.0,0.8837209302325582,0.9382716049382717,0.0,0.11627906976744186,371,0,59,171,1.0,0.8627906976744186,0.9263420724094882,0.0,0.1372093023255814,359,0,71,171,1.0,0.8348837209302326,0.9100126742712294,0.0,0.16511627906976745,ILLUSTRATIVE - not derived from operator financial data,2356.8,2355.5,1.3,0.1,False,False,smoothing_window,3,3,3,5,8.0
microwave,mw_directional_hardware,7,POP~R_D05_1,hardware_directional,False,12.0,239.0,13.0,322.0,0.0,13,0,True,True,False,False,170.0,226.0,239.0,251.0,257.0,279.0,,,,25.0,12.0,53.0,40.0,28.0,13.0,375,0,55,171,1.0,0.872093023255814,0.9316770186335404,0.0,0.12790697674418605,362,0,68,171,1.0,0.8418604651162791,0.9141414141414141,0.0,0.15813953488372093,350,0,80,171,1.0,0.813953488372093,0.8974358974358974,0.0,0.18604651162790697,ILLUSTRATIVE - not derived from operator financial data,2358.8,2357.5,1.3,0.1,False,False,smoothing_window,3,3,3,5,8.0
microwave,mw_directional_hardware,8,POP~R_D05_1,hardware_directional,False,13.0,233.0,12.0,325.0,0.0,12,0,True,True,False,False,170.0,221.0,233.0,246.0,252.0,274.0,,,,25.0,13.0,53.0,41.0,28.0,12.0,380,0,50,171,1.0,0.8837209302325582,0.9382716049382717,0.0,0.11627906976744186,368,0,62,171,1.0,0.8558139534883721,0.9223057644110275,0.0,0.14418604651162792,355,0,75,171,1.0,0.8255813953488372,0.9044585987261146,0.0,0.1744186046511628,ILLUSTRATIVE - not derived from operator financial data,2360.0,2358.6,1.4,0.1,False,False,smoothing_window,3,3,3,5,8.0
microwave,mw_directional_hardware,9,POP~R_D05_1,hardware_directional,False,17.0,235.0,10.0,322.0,0.0,10,0,True,True,False,False,170.0,225.0,235.0,252.0,258.0,279.0,,,,27.0,17.0,54.0,44.0,27.0,10.0,376,0,54,171,1.0,0.8744186046511628,0.9330024813895782,0.0,0.12558139534883722,366,0,64,171,1.0,0.8511627906976744,0.9195979899497487,0.0,0.14883720930232558,349,0,81,171,1.0,0.8116279069767441,0.8960205391527599,0.0,0.1883720930232558,ILLUSTRATIVE - not derived from operator financial data,2358.8,2356.96,1.84,0.1,False,False,smoothing_window,3,3,3,5,8.0
microwave,mw_directional_hardware,10,POP~R_D05_1,hardware_directional,False,19.0,232.0,7.0,326.0,0.0,7,0,True,True,False,False,170.0,225.0,232.0,251.0,257.0,275.0,,,,26.0,19.0,50.0,43.0,24.0,7.0,376,0,54,171,1.0,0.8744186046511628,0.9330024813895782,0.0,0.12558139534883722,369,0,61,171,1.0,0.858139534883721,0.9236545682102629,0.0,0.14186046511627906,350,0,80,171,1.0,0.813953488372093,0.8974358974358974,0.0,0.18604651162790697,ILLUSTRATIVE - not derived from operator financial data,2360.4,2358.35,2.05,0.1,False,False,smoothing_window,3,3,3,5,8.0
microwave,mw_directional_hardware,11,POP~R_D05_1,hardware_directional,False,9.0,243.0,12.0,324.0,0.0,12,0,True,True,False,False,170.0,231.0,243.0,252.0,258.0,276.0,,,,21.0,9.0,45.0,33.0,24.0,12.0,370,0,60,171,1.0,0.8604651162790697,0.9249999999999999,0.0,0.13953488372093023,358,0,72,171,1.0,0.8325581395348837,0.9086294416243654,0.0,0.16744186046511628,349,0,81,171,1.0,0.8116279069767441,0.8960205391527599,0.0,0.1883720930232558,ILLUSTRATIVE - not derived from operator financial data,2359.6,2358.63,0.97,0.0,False,False,smoothing_window,3,3,3,5,8.0
microwave,mw_directional_hardware,12,POP~R_D05_1,hardware_directional,False,14.0,236.0,11.0,326.0,0.0,11,0,True,True,False,False,170.0,225.0,236.0,250.0,256.0,268.0,,,,25.0,14.0,43.0,32.0,18.0,11.0,376,0,54,171,1.0,0.8744186046511628,0.9330024813895782,0.0,0.12558139534883722,365,0,65,171,1.0,0.8488372093023255,0.9182389937106918,0.0,0.1511627906976744,351,0,79,171,1.0,0.8162790697674419,0.8988476312419975,0.0,0.18372093023255814,ILLUSTRATIVE - not derived from operator financial data,2360.4,2358.89,1.51,0.1,False,False,smoothing_window,3,3,3,5,8.0
microwave,mw_directional_hardware,13,POP~R_D05_1,hardware_directional,False,15.0,236.0,11.0,320.0,0.0,11,0,True,True,False,False,170.0,225.0,236.0,251.0,257.0,279.0,,,,26.0,15.0,54.0,43.0,28.0,11.0,376,0,54,171,1.0,0.8744186046511628,0.9330024813895782,0.0,0.12558139534883722,365,0,65,171,1.0,0.8488372093023255,0.9182389937106918,0.0,0.1511627906976744,350,0,80,171,1.0,0.813953488372093,0.8974358974358974,0.0,0.18604651162790697,ILLUSTRATIVE - not derived from operator financial data,2358.0,2356.38,1.62,0.1,False,False,smoothing_window,3,3,3,5,8.0
microwave,mw_directional_hardware,14,POP~R_D05_1,hardware_directional,False,8.0,236.0,12.0,325.0,0.0,9,0,True,True,False,False,170.0,224.0,236.0,244.0,250.0,273.0,,,,20.0,8.0,49.0,37.0,29.0,12.0,374,0,56,171,1.0,0.8697674418604651,0.9303482587064676,0.0,0.13023255813953488,365,0,65,171,1.0,0.8488372093023255,0.9182389937106918,0.0,0.1511627906976744,357,0,73,171,1.0,0.8302325581395349,0.9072426937738246,0.0,0.1697674418604651,ILLUSTRATIVE - not derived from operator financial data,2360.0,2359.14,0.86,0.0,False,False,smoothing_window,3,3,3,5,8.0
microwave,mw_directional_hardware,15,POP~R_D05_1,hardware_directional,False,11.0,235.0,7.0,325.0,0.0,7,0,True,True,False,False,170.0,228.0,235.0,246.0,252.0,276.0,,,,18.0,11.0,48.0,41.0,30.0,7.0,373,0,57,171,1.0,0.8674418604651163,0.9290161892901618,0.0,0.1325581395348837,366,0,64,171,1.0,0.8511627906976744,0.9195979899497487,0.0,0.14883720930232558,355,0,75,171,1.0,0.8255813953488372,0.9044585987261146,0.0,0.1744186046511628,ILLUSTRATIVE - not derived from operator financial data,2360.0,2358.81,1.19,0.1,False,False,smoothing_window,3,3,3,5,8.0
microwave,mw_hidden_in_storm,1,POP~R_D05_1,hardware_directional,False,12.0,192.0,12.0,323.0,0.0,8,12,True,True,False,False,175.0,180.0,180.0,192.0,198.0,203.0,,,,12.0,12.0,23.0,23.0,11.0,0.0,410,0,24,167,1.0,0.9447004608294931,0.9715639810426541,0.0,0.055299539170506916,390,0,35,176,1.0,0.9176470588235294,0.9570552147239264,0.0,0.08235294117647059,409,0,16,176,1.0,0.9623529411764706,0.9808153477218226,0.0,0.03764705882352941,ILLUSTRATIVE - not derived from operator financial data,2359.2,2357.9,1.3,0.1,False,False,smoothing_window,3,3,3,5,8.0
microwave,mw_hidden_in_storm,2,POP~R_D05_1,hardware_directional,False,11.0,181.0,2.0,324.0,0.0,8,2,True,True,False,False,175.0,179.0,179.0,190.0,196.0,277.0,,,,11.0,11.0,98.0,98.0,87.0,0.0,402,0,32,167,1.0,0.9262672811059908,0.9617224880382775,0.0,0.07373271889400922,392,0,33,176,1.0,0.9223529411764706,0.9596083231334149,0.0,0.07764705882352942,411,0,14,176,1.0,0.9670588235294117,0.9832535885167464,0.0,0.03294117647058824,ILLUSTRATIVE - not derived from operator financial data,2359.6,2358.41,1.19,0.1,False,False,smoothing_window,3,3,3,5,8.0
microwave,mw_hidden_in_storm,3,POP~R_D05_1,hardware_directional,False,11.0,190.0,9.0,332.0,0.0,10,17,True,True,False,False,175.0,181.0,181.0,192.0,198.0,202.0,,,,11.0,11.0,21.0,21.0,10.0,0.0,402,0,32,167,1.0,0.9262672811059908,0.9617224880382775,0.0,0.07373271889400922,375,0,50,176,1.0,0.8823529411764706,0.9375,0.0,0.11764705882352941,409,0,16,176,1.0,0.9623529411764706,0.9808153477218226,0.0,0.03764705882352941,ILLUSTRATIVE - not derived from operator financial data,2362.8,2361.61,1.19,0.1,False,False,smoothing_window,3,3,3,5,8.0
microwave,mw_hidden_in_storm,4,POP~R_D05_1,hardware_directional,False,12.0,189.0,10.0,338.0,0.0,9,10,True,True,False,False,175.0,179.0,179.0,191.0,197.0,200.0,,,,12.0,12.0,21.0,21.0,9.0,0.0,406,0,28,167,1.0,0.9354838709677419,0.9666666666666666,0.0,0.06451612903225806,387,0,38,176,1.0,0.9105882352941177,0.9532019704433498,0.0,0.08941176470588236,410,0,15,176,1.0,0.9647058823529412,0.9820359281437125,0.0,0.03529411764705882,ILLUSTRATIVE - not derived from operator financial data,2365.2,2363.9,1.3,0.1,False,False,smoothing_window,3,3,3,5,8.0
microwave,mw_hidden_in_storm,5,POP~R_D05_1,hardware_directional,False,13.0,196.0,15.0,326.0,0.0,7,15,True,True,False,False,175.0,181.0,181.0,194.0,200.0,274.0,,,,13.0,13.0,93.0,93.0,80.0,0.0,405,0,29,167,1.0,0.9331797235023042,0.9654350417163289,0.0,0.06682027649769585,383,0,42,176,1.0,0.9011764705882352,0.948019801980198,0.0,0.0988235294117647,407,0,18,176,1.0,0.9576470588235294,0.9783653846153847,0.0,0.042352941176470586,ILLUSTRATIVE - not derived from operator financial data,2360.4,2359.0,1.4,0.1,False,False,smoothing_window,3,3,3,5,8.0
microwave,mw_hidden_in_storm,6,POP~R_D05_1,hardware_directional,False,10.0,184.0,3.0,327.0,0.0,10,3,True,True,False,False,175.0,181.0,181.0,191.0,197.0,203.0,,,,10.0,10.0,22.0,22.0,12.0,0.0,412,0,22,167,1.0,0.9493087557603687,0.9739952718676123,0.0,0.05069124423963134,399,0,26,176,1.0,0.9388235294117647,0.9684466019417475,0.0,0.0611764705882353,410,0,15,176,1.0,0.9647058823529412,0.9820359281437125,0.0,0.03529411764705882,ILLUSTRATIVE - not derived from operator financial data,2360.8,2359.72,1.08,0.0,False,False,smoothing_window,3,3,3,5,8.0
microwave,mw_hidden_in_storm,7,POP~R_D05_1,hardware_directional,False,12.0,195.0,16.0,324.0,0.0,13,17,True,True,False,False,175.0,179.0,179.0,191.0,197.0,277.0,,,,12.0,12.0,98.0,98.0,86.0,0.0,409,0,25,167,1.0,0.9423963133640553,0.9703440094899171,0.0,0.0576036866359447,379,0,46,176,1.0,0.8917647058823529,0.9427860696517413,0.0,0.10823529411764705,410,0,15,176,1.0,0.9647058823529412,0.9820359281437125,0.0,0.03529411764705882,ILLUSTRATIVE - not derived from operator financial data,2359.6,2358.3,1.3,0.1,False,False,smoothing_window,3,3,3,5,8.0
microwave,mw_hidden_in_storm,8,POP~R_D05_1,hardware_directional,False,12.0,195.0,14.0,329.0,0.0,7,14,True,True,False,False,175.0,181.0,181.0,193.0,199.0,208.0,,,,12.0,12.0,27.0,27.0,15.0,0.0,407,0,27,167,1.0,0.9377880184331797,0.9678953626634959,0.0,0.06221198156682028,386,0,39,176,1.0,0.908235294117647,0.9519112207151664,0.0,0.09176470588235294,408,0,17,176,1.0,0.96,0.9795918367346939,0.0,0.04,ILLUSTRATIVE - not derived from operator financial data,2361.6,2360.3,1.3,0.1,False,False,smoothing_window,3,3,3,5,8.0
