domain,scenario,seed,element_id,gt_fault,gt_self_clearing,lead_gain_min,t_first_correct_verdict,time_to_correct_diagnosis_min,degraded_minutes,down_minutes,n_ambiguous_decisions,n_wait_decisions,conv_escalated,layer_escalated,conv_unnecessary_dispatch,layer_unnecessary_dispatch,t_fault_onset,t_first_detectable,t_decision_layer_actionable,t_conventional_escalation,t_ticket,t_service_impact,t_outage,t_recovery,t_environment_cleared,false_calm_window_min,pre_escalation_window_min,exposure_window_min,decision_margin_min,conventional_margin_min,time_to_diagnosis_min,detect_tp,detect_fp,detect_fn,detect_tn,detect_precision,detect_recall,detect_f1,detect_fpr,detect_fnr,layer_esc_tp,layer_esc_fp,layer_esc_fn,layer_esc_tn,layer_esc_precision,layer_esc_recall,layer_esc_f1,layer_esc_fpr,layer_esc_fnr,conv_esc_tp,conv_esc_fp,conv_esc_fn,conv_esc_tn,conv_esc_precision,conv_esc_recall,conv_esc_f1,conv_esc_fpr,conv_esc_fnr,provenance,exposure_conventional,exposure_decision_layer,exposure_delta,exposure_delta_pct,decision_layer_dispatched_unnecessarily,conventional_dispatched_unnecessarily
microwave,mw_config_change,22,POP~R_D05_1,config_change,False,11.0,193.0,0.0,0.0,0.0,0,0,True,True,False,False,190.0,193.0,193.0,204.0,210.0,,,,,11.0,11.0,,,,0.0,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,397,0,13,191,1.0,0.9682926829268292,0.9838909541511772,0.0,0.03170731707317073,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_config_change,23,POP~R_D05_1,config_change,False,10.0,193.0,0.0,0.0,0.0,0,0,True,True,False,False,190.0,193.0,193.0,203.0,209.0,,,,,10.0,10.0,,,,0.0,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,398,0,12,191,1.0,0.9707317073170731,0.9851485148514851,0.0,0.02926829268292683,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_config_change,24,POP~R_D05_1,config_change,False,11.0,193.0,0.0,0.0,0.0,0,0,True,True,False,False,190.0,193.0,193.0,204.0,210.0,,,,,11.0,11.0,,,,0.0,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,397,0,13,191,1.0,0.9682926829268292,0.9838909541511772,0.0,0.03170731707317073,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_config_change,25,POP~R_D05_1,config_change,False,11.0,193.0,0.0,0.0,0.0,0,0,True,True,False,False,190.0,193.0,193.0,204.0,210.0,,,,,11.0,11.0,,,,0.0,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,397,0,13,191,1.0,0.9682926829268292,0.9838909541511772,0.0,0.03170731707317073,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_config_change,26,POP~R_D05_1,config_change,False,11.0,193.0,0.0,0.0,0.0,0,0,True,True,False,False,190.0,193.0,193.0,204.0,210.0,,,,,11.0,11.0,,,,0.0,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,397,0,13,191,1.0,0.9682926829268292,0.9838909541511772,0.0,0.03170731707317073,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_config_change,27,POP~R_D05_1,config_change,False,11.0,193.0,0.0,0.0,0.0,0,0,True,True,False,False,190.0,193.0,193.0,204.0,210.0,,,,,11.0,11.0,,,,0.0,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,397,0,13,191,1.0,0.9682926829268292,0.9838909541511772,0.0,0.03170731707317073,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_config_change,28,POP~R_D05_1,config_change,False,11.0,193.0,0.0,0.0,0.0,0,0,True,True,False,False,190.0,193.0,193.0,204.0,210.0,,,,,11.0,11.0,,,,0.0,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,397,0,13,191,1.0,0.9682926829268292,0.9838909541511772,0.0,0.03170731707317073,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_config_change,29,POP~R_D05_1,config_change,False,11.0,193.0,0.0,0.0,0.0,0,0,True,True,False,False,190.0,193.0,193.0,204.0,210.0,,,,,11.0,11.0,,,,0.0,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,397,0,13,191,1.0,0.9682926829268292,0.9838909541511772,0.0,0.03170731707317073,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_config_change,30,POP~R_D05_1,config_change,False,11.0,193.0,0.0,0.0,0.0,0,0,True,True,False,False,190.0,193.0,193.0,204.0,210.0,,,,,11.0,11.0,,,,0.0,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,408,0,2,191,1.0,0.9951219512195122,0.9975550122249389,0.0,0.004878048780487805,397,0,13,191,1.0,0.9682926829268292,0.9838909541511772,0.0,0.03170731707317073,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
leo_ntn,leo_low_elevation,1,UT00,low_elevation,True,,,,0.0,0.0,3,0,False,True,False,True,,173.0,175.0,,,,,,,,,,,,2.0,0,4,0,597,0.0,,,0.0066555740432612314,,0,1,0,600,0.0,,,0.0016638935108153079,,0,0,0,601,,,,0.0,,ILLUSTRATIVE - not derived from operator financial data,0.0,900.0,-900.0,,True,False
leo_ntn,leo_low_elevation,2,UT00,low_elevation,True,,,,0.0,0.0,19,0,False,False,False,False,,133.0,,,,,,,,,,,,,,0,19,0,582,0.0,,,0.03161397670549085,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,ILLUSTRATIVE - not derived from operator financial data,0.0,0.0,0.0,,False,False
leo_ntn,leo_low_elevation,3,UT00,low_elevation,True,,,,0.0,0.0,8,0,False,False,False,False,,212.0,,,,,,,,,,,,,,0,8,0,593,0.0,,,0.013311148086522463,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,ILLUSTRATIVE - not derived from operator financial data,0.0,0.0,0.0,,False,False
leo_ntn,leo_low_elevation,4,UT00,low_elevation,True,,,,0.0,0.0,20,1,False,False,False,False,,157.0,233.0,,,,,,,,,,,,76.0,0,21,0,580,0.0,,,0.03494176372712146,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,ILLUSTRATIVE - not derived from operator financial data,0.0,0.0,0.0,,False,False
leo_ntn,leo_low_elevation,5,UT00,low_elevation,True,,,,0.0,0.0,3,0,False,False,False,False,,433.0,,,,,,,,,,,,,,0,3,0,598,0.0,,,0.004991680532445923,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,ILLUSTRATIVE - not derived from operator financial data,0.0,0.0,0.0,,False,False
leo_ntn,leo_low_elevation,6,UT00,low_elevation,True,,,,0.0,0.0,0,0,False,False,False,False,,,,,,,,,,,,,,,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,ILLUSTRATIVE - not derived from operator financial data,0.0,0.0,0.0,,False,False
leo_ntn,leo_low_elevation,7,UT00,low_elevation,True,,,,0.0,0.0,6,0,False,False,False,False,,234.0,,,,,,,,,,,,,,0,6,0,595,0.0,,,0.009983361064891847,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,ILLUSTRATIVE - not derived from operator financial data,0.0,0.0,0.0,,False,False
leo_ntn,leo_low_elevation,8,UT00,low_elevation,True,,,,0.0,0.0,10,0,False,False,False,False,,381.0,,,,,,,,,,,,,,0,10,0,591,0.0,,,0.016638935108153077,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,ILLUSTRATIVE - not derived from operator financial data,0.0,0.0,0.0,,False,False
leo_ntn,leo_low_elevation,9,UT00,low_elevation,True,,,,0.0,0.0,0,0,False,False,False,False,,,,,,,,,,,,,,,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,ILLUSTRATIVE - not derived from operator financial data,0.0,0.0,0.0,,False,False
leo_ntn,leo_low_elevation,10,UT00,low_elevation,True,,,,0.0,0.0,0,0,False,False,False,False,,,,,,,,,,,,,,,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,ILLUSTRATIVE - not derived from operator financial data,0.0,0.0,0.0,,False,False
leo_ntn,leo_low_elevation,11,UT00,low_elevation,True,,,,0.0,0.0,1,0,False,False,False,False,,486.0,,,,,,,,,,,,,,0,1,0,600,0.0,,,0.0016638935108153079,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,ILLUSTRATIVE - not derived from operator financial data,0.0,0.0,0.0,,False,False
leo_ntn,leo_low_elevation,12,UT00,low_elevation,True,,,,0.0,0.0,0,0,False,False,False,False,,,,,,,,,,,,,,,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,ILLUSTRATIVE - not derived from operator financial data,0.0,0.0,0.0,,False,False
leo_ntn,leo_low_elevation,13,UT00,low_elevation,True,,,,0.0,0.0,0,0,False,False,False,False,,,,,,,,,,,,,,,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,ILLUSTRATIVE - not derived from operator financial data,0.0,0.0,0.0,,False,False
leo_ntn,leo_low_elevation,14,UT00,low_elevation,True,,,,0.0,0.0,12,0,False,False,False,False,,175.0,,,,,,,,,,,,,,0,12,0,589,0.0,,,0.019966722129783693,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,ILLUSTRATIVE - not derived from operator financial data,0.0,0.0,0.0,,False,False
leo_ntn,leo_low_elevation,15,UT00,low_elevation,True,,,,0.0,0.0,3,0,False,False,False,False,,581.0,,,,,,,,,,,,,,0,3,0,598,0.0,,,0.004991680532445923,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,ILLUSTRATIVE - not derived from operator financial data,0.0,0.0,0.0,,False,False
leo_ntn,leo_low_elevation,16,UT00,low_elevation,True,,,,0.0,0.0,8,0,False,False,False,False,,577.0,,,,,,,,,,,,,,0,8,0,593,0.0,,,0.013311148086522463,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,ILLUSTRATIVE - not derived from operator financial data,0.0,0.0,0.0,,False,False
leo_ntn,leo_low_elevation,17,UT00,low_elevation,True,,,,0.0,0.0,12,1,False,False,False,False,,160.0,323.0,,,,,,,,,,,,163.0,0,13,0,588,0.0,,,0.021630615640599003,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,ILLUSTRATIVE - not derived from operator financial data,0.0,0.0,0.0,,False,False
leo_ntn,leo_low_elevation,18,UT00,low_elevation,True,,,,0.0,0.0,16,0,False,False,False,False,,146.0,,,,,,,,,,,,,,0,16,0,585,0.0,,,0.026622296173044926,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,ILLUSTRATIVE - not derived from operator financial data,0.0,0.0,0.0,,False,False
leo_ntn,leo_low_elevation,19,UT00,low_elevation,True,,,,0.0,0.0,25,0,False,False,False,False,,255.0,,,,,,,,,,,,,,0,25,0,576,0.0,,,0.04159733777038269,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,ILLUSTRATIVE - not derived from operator financial data,0.0,0.0,0.0,,False,False
leo_ntn,leo_low_elevation,20,UT00,low_elevation,True,,,,0.0,0.0,0,0,False,False,False,False,,,,,,,,,,,,,,,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,ILLUSTRATIVE - not derived from operator financial data,0.0,0.0,0.0,,False,False
leo_ntn,leo_low_elevation,21,UT00,low_elevation,True,,,,0.0,0.0,12,1,False,False,False,False,,236.0,350.0,,,,,,,,,,,,114.0,0,13,0,588,0.0,,,0.021630615640599003,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,ILLUSTRATIVE - not derived from operator financial data,0.0,0.0,0.0,,False,False
leo_ntn,leo_low_elevation,22,UT00,low_elevation,True,,,,0.0,0.0,0,0,False,False,False,False,,,,,,,,,,,,,,,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,ILLUSTRATIVE - not derived from operator financial data,0.0,0.0,0.0,,False,False
leo_ntn,leo_low_elevation,23,UT00,low_elevation,True,,,,0.0,0.0,3,0,False,False,False,False,,128.0,,,,,,,,,,,,,,0,3,0,598,0.0,,,0.004991680532445923,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,ILLUSTRATIVE - not derived from operator financial data,0.0,0.0,0.0,,False,False
leo_ntn,leo_low_elevation,24,UT00,low_elevation,True,,,,0.0,0.0,1,1,False,False,False,False,,341.0,341.0,,,,,,,,,,,,0.0,0,2,0,599,0.0,,,0.0033277870216306157,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,ILLUSTRATIVE - not derived from operator financial data,0.0,0.0,0.0,,False,False
leo_ntn,leo_low_elevation,25,UT00,low_elevation,True,,,,0.0,0.0,3,0,False,False,False,False,,195.0,,,,,,,,,,,,,,0,3,0,598,0.0,,,0.004991680532445923,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,ILLUSTRATIVE - not derived from operator financial data,0.0,0.0,0.0,,False,False
leo_ntn,leo_low_elevation,26,UT00,low_elevation,True,,,,0.0,0.0,0,0,False,False,False,False,,,,,,,,,,,,,,,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,ILLUSTRATIVE - not derived from operator financial data,0.0,0.0,0.0,,False,False
leo_ntn,leo_low_elevation,27,UT00,low_elevation,True,,,,0.0,0.0,2,0,False,False,False,False,,397.0,,,,,,,,,,,,,,0,2,0,599,0.0,,,0.0033277870216306157,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,ILLUSTRATIVE - not derived from operator financial data,0.0,0.0,0.0,,False,False
leo_ntn,leo_low_elevation,28,UT00,low_elevation,True,,,,0.0,0.0,3,1,False,False,False,False,,236.0,296.0,,,,,,,,,,,,60.0,0,4,0,597,0.0,,,0.0066555740432612314,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,ILLUSTRATIVE - not derived from operator financial data,0.0,0.0,0.0,,False,False
leo_ntn,leo_low_elevation,29,UT00,low_elevation,True,,,,0.0,0.0,3,0,False,False,False,False,,288.0,,,,,,,,,,,,,,0,3,0,598,0.0,,,0.004991680532445923,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,ILLUSTRATIVE - not derived from operator financial data,0.0,0.0,0.0,,False,False
leo_ntn,leo_low_elevation,30,UT00,low_elevation,True,,,,0.0,0.0,6,0,False,False,False,False,,213.0,,,,,,,,,,,,,,0,6,0,595,0.0,,,0.009983361064891847,,0,0,0,601,,,,0.0,,0,0,0,601,,,,0.0,,ILLUSTRATIVE - not derived from operator financial data,0.0,0.0,0.0,,False,False
leo_ntn,leo_ground_rain,1,UT00,propagation_fade,True,5.0,157.0,0.0,7.0,75.0,1,93,True,False,True,False,150.0,157.0,157.0,162.0,168.0,161.0,162.0,,260.0,5.0,5.0,4.0,4.0,-1.0,0.0,94,0,15,492,1.0,0.8623853211009175,0.9261083743842364,0.0,0.13761467889908258,0,0,0,601,,,,0.0,,0,439,0,162,0.0,,,0.7304492512479202,,ILLUSTRATIVE - not derived from operator financial data,1657.13,735.26,921.87,55.6,False,True
leo_ntn,leo_ground_rain,2,UT00,propagation_fade,True,7.0,154.0,21.0,4.0,79.0,12,102,True,False,True,False,150.0,133.0,154.0,161.0,167.0,157.0,161.0,,260.0,28.0,7.0,24.0,3.0,-4.0,21.0,102,12,7,480,0.8947368421052632,0.9357798165137615,0.9147982062780269,0.024390243902439025,0.06422018348623854,0,0,0,601,,,,0.0,,0,440,0,161,0.0,,,0.7321131447587355,,ILLUSTRATIVE - not derived from operator financial data,1674.8,744.79,930.01,55.5,False,True
leo_ntn,leo_ground_rain,3,UT00,propagation_fade,True,3.0,159.0,0.0,5.0,77.0,7,95,True,False,True,False,150.0,159.0,159.0,162.0,168.0,161.0,162.0,,260.0,3.0,3.0,2.0,2.0,-1.0,0.0,95,7,14,485,0.9313725490196079,0.8715596330275229,0.900473933649289,0.014227642276422764,0.12844036697247707,0,0,0,601,,,,0.0,,0,439,0,162,0.0,,,0.7304492512479202,,ILLUSTRATIVE - not derived from operator financial data,1662.6,749.48,913.12,54.9,False,True
leo_ntn,leo_ground_rain,4,UT00,propagation_fade,True,3.0,154.0,0.0,2.0,81.0,11,100,True,False,True,False,150.0,154.0,154.0,157.0,163.0,157.0,157.0,,260.0,3.0,3.0,3.0,3.0,0.0,0.0,99,12,10,480,0.8918918918918919,0.908256880733945,0.9,0.024390243902439025,0.09174311926605505,0,0,0,601,,,,0.0,,0,444,0,157,0.0,,,0.7387687188019967,,ILLUSTRATIVE - not derived from operator financial data,1680.27,767.14,913.13,54.3,False,True
leo_ntn,leo_ground_rain,5,UT00,propagation_fade,True,2.0,160.0,0.0,7.0,75.0,3,94,True,False,True,False,150.0,160.0,160.0,162.0,168.0,161.0,162.0,,260.0,2.0,2.0,1.0,1.0,-1.0,0.0,94,3,15,489,0.9690721649484536,0.8623853211009175,0.912621359223301,0.006097560975609756,0.13761467889908258,0,0,0,601,,,,0.0,,0,439,0,162,0.0,,,0.7304492512479202,,ILLUSTRATIVE - not derived from operator financial data,1657.13,748.39,908.74,54.8,False,True
leo_ntn,leo_ground_rain,6,UT00,propagation_fade,True,6.0,155.0,0.0,5.0,78.0,1,97,True,False,True,False,150.0,155.0,155.0,161.0,167.0,157.0,161.0,,260.0,6.0,6.0,2.0,2.0,-4.0,0.0,98,0,11,492,1.0,0.8990825688073395,0.9468599033816426,0.0,0.10091743119266056,0,0,0,601,,,,0.0,,0,440,0,161,0.0,,,0.7321131447587355,,ILLUSTRATIVE - not derived from operator financial data,1672.07,745.82,926.25,55.4,False,True
leo_ntn,leo_ground_rain,7,UT00,propagation_fade,True,7.0,155.0,0.0,9.0,74.0,5,99,True,False,True,False,150.0,155.0,155.0,162.0,168.0,157.0,162.0,,260.0,7.0,7.0,2.0,2.0,-5.0,0.0,99,5,10,487,0.9519230769230769,0.908256880733945,0.9295774647887324,0.01016260162601626,0.09174311926605505,0,0,0,601,,,,0.0,,0,439,0,162,0.0,,,0.7304492512479202,,ILLUSTRATIVE - not derived from operator financial data,1661.13,730.52,930.61,56.0,False,True
leo_ntn,leo_ground_rain,8,UT00,propagation_fade,True,7.0,155.0,0.0,9.0,73.0,11,97,True,False,True,False,150.0,155.0,155.0,162.0,168.0,157.0,162.0,,260.0,7.0,7.0,2.0,2.0,-5.0,0.0,97,11,12,481,0.8981481481481481,0.8899082568807339,0.8940092165898618,0.022357723577235773,0.11009174311926606,0,0,0,601,,,,0.0,,0,439,0,162,0.0,,,0.7304492512479202,,ILLUSTRATIVE - not derived from operator financial data,1651.67,721.05,930.62,56.3,False,True
leo_ntn,leo_ground_rain,9,UT00,propagation_fade,True,6.0,156.0,0.0,6.0,77.0,0,95,True,False,True,False,150.0,156.0,156.0,162.0,168.0,157.0,162.0,,260.0,6.0,6.0,1.0,1.0,-5.0,0.0,95,0,14,492,1.0,0.8715596330275229,0.9313725490196079,0.0,0.12844036697247707,0,0,0,601,,,,0.0,,0,439,0,162,0.0,,,0.7304492512479202,,ILLUSTRATIVE - not derived from operator financial data,1669.33,743.09,926.24,55.5,False,True
leo_ntn,leo_ground_rain,10,UT00,propagation_fade,True,7.0,155.0,0.0,8.0,75.0,0,99,True,False,True,False,150.0,155.0,155.0,162.0,168.0,157.0,162.0,,260.0,7.0,7.0,2.0,2.0,-5.0,0.0,99,0,10,492,1.0,0.908256880733945,0.9519230769230769,0.0,0.09174311926605505,0,0,0,601,,,,0.0,,0,439,0,162,0.0,,,0.7304492512479202,,ILLUSTRATIVE - not derived from operator financial data,1663.87,733.25,930.62,55.9,False,True
leo_ntn,leo_ground_rain,11,UT00,propagation_fade,True,7.0,155.0,0.0,8.0,75.0,1,97,True,False,True,False,150.0,155.0,155.0,162.0,168.0,157.0,162.0,,260.0,7.0,7.0,2.0,2.0,-5.0,0.0,97,1,12,491,0.9897959183673469,0.8899082568807339,0.9371980676328503,0.0020325203252032522,0.11009174311926606,0,0,0,601,,,,0.0,,0,439,0,162,0.0,,,0.7304492512479202,,ILLUSTRATIVE - not derived from operator financial data,1663.87,733.25,930.62,55.9,False,True
leo_ntn,leo_ground_rain,12,UT00,propagation_fade,True,7.0,155.0,0.0,6.0,77.0,1,99,True,False,True,False,150.0,155.0,155.0,162.0,168.0,157.0,162.0,,260.0,7.0,7.0,2.0,2.0,-5.0,0.0,99,1,10,491,0.99,0.908256880733945,0.9473684210526316,0.0020325203252032522,0.09174311926605505,0,0,0,601,,,,0.0,,0,439,0,162,0.0,,,0.7304492512479202,,ILLUSTRATIVE - not derived from operator financial data,1669.33,738.72,930.61,55.7,False,True
leo_ntn,leo_ground_rain,13,UT00,propagation_fade,True,7.0,155.0,0.0,6.0,76.0,0,99,True,False,True,False,150.0,155.0,155.0,162.0,168.0,161.0,162.0,,260.0,7.0,7.0,6.0,6.0,-1.0,0.0,99,0,10,492,1.0,0.908256880733945,0.9519230769230769,0.0,0.09174311926605505,0,0,0,601,,,,0.0,,0,439,0,162,0.0,,,0.7304492512479202,,ILLUSTRATIVE - not derived from operator financial data,1659.87,729.25,930.62,56.1,False,True
leo_ntn,leo_ground_rain,14,UT00,propagation_fade,True,7.0,155.0,0.0,8.0,75.0,11,99,True,False,True,False,150.0,155.0,155.0,162.0,168.0,157.0,162.0,,260.0,7.0,7.0,2.0,2.0,-5.0,0.0,99,11,10,481,0.9,0.908256880733945,0.9041095890410958,0.022357723577235773,0.09174311926605505,0,0,0,601,,,,0.0,,0,439,0,162,0.0,,,0.7304492512479202,,ILLUSTRATIVE - not derived from operator financial data,1663.87,733.25,930.62,55.9,False,True
leo_ntn,leo_ground_rain,15,UT00,propagation_fade,True,5.0,157.0,0.0,8.0,75.0,3,95,True,False,True,False,150.0,157.0,157.0,162.0,168.0,157.0,162.0,,260.0,5.0,5.0,0.0,0.0,-5.0,0.0,95,3,14,489,0.9693877551020408,0.8715596330275229,0.9178743961352657,0.006097560975609756,0.12844036697247707,0,0,0,601,,,,0.0,,0,439,0,162,0.0,,,0.7304492512479202,,ILLUSTRATIVE - not derived from operator financial data,1663.87,742.0,921.87,55.4,False,True
leo_ntn,leo_ground_rain,16,UT00,propagation_fade,True,7.0,155.0,0.0,7.0,75.0,9,100,True,False,True,False,150.0,155.0,155.0,162.0,168.0,157.0,162.0,,260.0,7.0,7.0,2.0,2.0,-5.0,0.0,100,9,9,483,0.9174311926605505,0.9174311926605505,0.9174311926605505,0.018292682926829267,0.08256880733944955,0,0,0,601,,,,0.0,,0,439,0,162,0.0,,,0.7304492512479202,,ILLUSTRATIVE - not derived from operator financial data,1657.13,726.52,930.61,56.2,False,True
leo_ntn,leo_ground_rain,17,UT00,propagation_fade,True,7.0,155.0,0.0,5.0,77.0,10,99,True,False,True,False,150.0,155.0,155.0,162.0,168.0,161.0,162.0,,260.0,7.0,7.0,6.0,6.0,-1.0,0.0,97,12,12,480,0.8899082568807339,0.8899082568807339,0.8899082568807339,0.024390243902439025,0.11009174311926606,0,0,0,601,,,,0.0,,0,439,0,162,0.0,,,0.7304492512479202,,ILLUSTRATIVE - not derived from operator financial data,1662.6,731.98,930.62,56.0,False,True
leo_ntn,leo_ground_rain,18,UT00,propagation_fade,True,7.0,155.0,9.0,7.0,77.0,9,100,True,False,True,False,150.0,146.0,155.0,162.0,168.0,157.0,162.0,,260.0,16.0,7.0,11.0,2.0,-5.0,9.0,100,9,9,483,0.9174311926605505,0.9174311926605505,0.9174311926605505,0.018292682926829267,0.08256880733944955,0,0,0,601,,,,0.0,,0,439,0,162,0.0,,,0.7304492512479202,,ILLUSTRATIVE - not derived from operator financial data,1676.07,745.45,930.62,55.5,False,True
leo_ntn,leo_ground_rain,19,UT00,propagation_fade,True,8.0,154.0,0.0,8.0,75.0,24,100,True,False,True,False,150.0,154.0,154.0,162.0,168.0,157.0,162.0,,260.0,8.0,8.0,3.0,3.0,-5.0,0.0,100,24,9,468,0.8064516129032258,0.9174311926605505,0.8583690987124464,0.04878048780487805,0.08256880733944955,0,0,0,601,,,,0.0,,0,439,0,162,0.0,,,0.7304492512479202,,ILLUSTRATIVE - not derived from operator financial data,1663.87,728.87,935.0,56.2,False,True
leo_ntn,leo_ground_rain,20,UT00,propagation_fade,True,7.0,155.0,0.0,7.0,74.0,0,96,True,False,True,False,150.0,155.0,155.0,162.0,168.0,161.0,162.0,,260.0,7.0,7.0,6.0,6.0,-1.0,0.0,96,0,13,492,1.0,0.8807339449541285,0.9365853658536586,0.0,0.11926605504587157,0,0,0,601,,,,0.0,,0,439,0,162,0.0,,,0.7304492512479202,,ILLUSTRATIVE - not derived from operator financial data,1647.67,717.05,930.62,56.5,False,True
leo_ntn,leo_ground_rain,21,UT00,propagation_fade,True,8.0,154.0,0.0,5.0,78.0,14,100,True,False,True,False,150.0,154.0,154.0,162.0,168.0,157.0,162.0,,260.0,8.0,8.0,3.0,3.0,-5.0,0.0,100,14,9,478,0.8771929824561403,0.9174311926605505,0.8968609865470852,0.028455284552845527,0.08256880733944955,0,0,0,601,,,,0.0,,0,439,0,162,0.0,,,0.7304492512479202,,ILLUSTRATIVE - not derived from operator financial data,1672.07,737.07,935.0,55.9,False,True
leo_ntn,leo_ground_rain,22,UT00,propagation_fade,True,6.0,155.0,0.0,5.0,78.0,0,98,True,False,True,False,150.0,155.0,155.0,161.0,167.0,157.0,161.0,,260.0,6.0,6.0,2.0,2.0,-4.0,0.0,98,0,11,492,1.0,0.8990825688073395,0.9468599033816426,0.0,0.10091743119266056,0,0,0,601,,,,0.0,,0,440,0,161,0.0,,,0.7321131447587355,,ILLUSTRATIVE - not derived from operator financial data,1672.07,745.82,926.25,55.4,False,True
leo_ntn,leo_ground_rain,23,UT00,propagation_fade,True,7.0,155.0,27.0,7.0,76.0,3,96,True,False,True,False,150.0,128.0,155.0,162.0,168.0,157.0,162.0,,260.0,34.0,7.0,29.0,2.0,-5.0,27.0,96,3,13,489,0.9696969696969697,0.8807339449541285,0.9230769230769231,0.006097560975609756,0.11926605504587157,0,0,0,601,,,,0.0,,0,439,0,162,0.0,,,0.7304492512479202,,ILLUSTRATIVE - not derived from operator financial data,1666.6,735.98,930.62,55.8,False,True
